task_id,household_id,device_id,energy_kwh,duration_min,start_time,end_time,earliest_start,latest_end,max_delay_min,comfort_class
electric_stove_42,family_with_children,electric_stove,1.0,25,2024-01-11 07:20:00,2024-01-11 07:45:00,2024-01-11 07:20:00,2024-01-11 07:45:00,0,none
dishwasher_43,family_with_children,dishwasher,1.84,92,2024-01-11 13:30:00,2024-01-11 15:02:00,2024-01-11 13:30:00,2024-01-12 03:02:00,720,low
washing_machine_44,family_with_children,washing_machine,0.5167,62,2024-01-11 20:30:00,2024-01-11 21:32:00,2024-01-11 20:30:00,2024-01-12 03:32:00,360,low
dryer_45,family_with_children,dryer,2.4,48,2024-01-11 22:30:00,2024-01-11 23:18:00,2024-01-11 22:30:00,2024-01-12 05:18:00,360,low
washing_machine_46,family_with_children,washing_machine,0.4667,56,2024-01-12 11:30:00,2024-01-12 12:26:00,2024-01-12 11:30:00,2024-01-12 18:26:00,360,low
electric_stove_47,family_with_children,electric_stove,1.04,26,2024-01-12 12:30:00,2024-01-12 12:56:00,2024-01-12 12:30:00,2024-01-12 12:56:00,0,none
dryer_48,family_with_children,dryer,2.35,47,2024-01-12 15:30:00,2024-01-12 16:17:00,2024-01-12 15:30:00,2024-01-12 22:17:00,360,low
electric_stove_49,family_with_children,electric_stove,1.04,26,2024-01-12 17:30:00,2024-01-12 17:56:00,2024-01-12 17:30:00,2024-01-12 17:56:00,0,none
washing_machine_50,family_with_children,washing_machine,0.4667,56,2024-01-13 08:00:00,2024-01-13 08:56:00,2024-01-13 08:00:00,2024-01-13 14:56:00,360,low
vacuum_cleaner_51,family_with_children,vacuum_cleaner,0.56,28,2024-01-13 09:30:00,2024-01-13 09:58:00,2024-01-13 09:30:00,2024-01-13 09:58:00,0,none
electric_stove_52,family_with_children,electric_stove,1.0,25,2024-01-13 12:40:00,2024-01-13 13:05:00,2024-01-13 12:40:00,2024-01-13 13:05:00,0,none
dishwasher_53,family_with_children,dishwasher,1.4,70,2024-01-13 13:20:00,2024-01-13 14:30:00,2024-01-13 13:20:00,2024-01-14 02:30:00,720,low
dishwasher_54,family_with_children,dishwasher,1.52,76,2024-01-14 13:10:00,2024-01-14 14:26:00,2024-01-14 13:10:00,2024-01-15 02:26:00,720,low
electric_stove_55,family_with_children,electric_stove,0.92,23,2024-01-14 17:30:00,2024-01-14 17:53:00,2024-01-14 17:30:00,2024-01-14 17:53:00,0,none
oven_56,family_with_children,oven,1.96,49,2024-01-14 18:00:00,2024-01-14 18:49:00,2024-01-14 18:00:00,2024-01-14 18:49:00,0,none
washing_machine_57,family_with_children,washing_machine,0.5083,61,2024-01-15 08:20:00,2024-01-15 09:21:00,2024-01-15 08:20:00,2024-01-15 15:21:00,360,low
dryer_58,family_with_children,dryer,1.95,39,2024-01-15 10:30:00,2024-01-15 11:09:00,2024-01-15 10:30:00,2024-01-15 17:09:00,360,low
dishwasher_59,family_with_children,dishwasher,1.94,97,2024-01-15 12:30:00,2024-01-15 14:07:00,2024-01-15 12:30:00,2024-01-16 02:07:00,720,low
washing_machine_60,family_with_children,washing_machine,0.4,48,2024-01-15 17:40:00,2024-01-15 18:28:00,2024-01-15 17:40:00,2024-01-16 00:28:00,360,low
electric_stove_61,family_with_children,electric_stove,1.12,28,2024-01-15 17:50:00,2024-01-15 18:18:00,2024-01-15 17:50:00,2024-01-15 18:18:00,0,none
electric_stove_62,family_with_children,electric_stove,1.0,25,2024-01-16 12:20:00,2024-01-16 12:45:00,2024-01-16 12:20:00,2024-01-16 12:45:00,0,none
dishwasher_63,family_with_children,dishwasher,1.86,93,2024-01-16 22:20:00,2024-01-16 23:53:00,2024-01-16 22:20:00,2024-01-17 11:53:00,720,low
vacuum_cleaner_64,family_with_children,vacuum_cleaner,0.5,25,2024-01-17 13:30:00,2024-01-17 13:55:00,2024-01-17 13:30:00,2024-01-17 13:55:00,0,none
washing_machine_65,family_with_children,washing_machine,0.4333,52,2024-01-17 14:50:00,2024-01-17 15:42:00,2024-01-17 14:50:00,2024-01-17 21:42:00,360,low
electric_stove_66,family_with_children,electric_stove,0.92,23,2024-01-17 17:30:00,2024-01-17 17:53:00,2024-01-17 17:30:00,2024-01-17 17:53:00,0,none
dryer_67,family_with_children,dryer,2.5,50,2024-01-17 18:10:00,2024-01-17 19:00:00,2024-01-17 18:10:00,2024-01-18 01:00:00,360,low
dishwasher_68,family_with_children,dishwasher,1.98,99,2024-01-17 20:20:00,2024-01-17 21:59:00,2024-01-17 20:20:00,2024-01-18 09:59:00,720,low
electric_stove_69,family_with_children,electric_stove,0.92,23,2024-01-18 07:50:00,2024-01-18 08:13:00,2024-01-18 07:50:00,2024-01-18 08:13:00,0,none
dishwasher_70,family_with_children,dishwasher,1.7,85,2024-01-18 12:30:00,2024-01-18 13:55:00,2024-01-18 12:30:00,2024-01-19 01:55:00,720,low
washing_machine_71,family_with_children,washing_machine,0.4333,52,2024-01-18 15:20:00,2024-01-18 16:12:00,2024-01-18 15:20:00,2024-01-18 22:12:00,360,low
electric_stove_72,family_with_children,electric_stove,1.0,25,2024-01-18 18:40:00,2024-01-18 19:05:00,2024-01-18 18:40:00,2024-01-18 19:05:00,0,none
dryer_73,family_with_children,dryer,2.65,53,2024-01-18 19:50:00,2024-01-18 20:43:00,2024-01-18 19:50:00,2024-01-19 02:43:00,360,low
electric_stove_74,family_with_children,electric_stove,0.92,23,2024-01-19 07:40:00,2024-01-19 08:03:00,2024-01-19 07:40:00,2024-01-19 08:03:00,0,none
oven_75,family_with_children,oven,1.84,46,2024-01-19 17:30:00,2024-01-19 18:16:00,2024-01-19 17:30:00,2024-01-19 18:16:00,0,none
electric_stove_76,family_with_children,electric_stove,1.04,26,2024-01-19 18:00:00,2024-01-19 18:26:00,2024-01-19 18:00:00,2024-01-19 18:26:00,0,none
washing_machine_77,family_with_children,washing_machine,0.5333,64,2024-01-19 19:40:00,2024-01-19 20:44:00,2024-01-19 19:40:00,2024-01-20 02:44:00,360,low
dishwasher_78,family_with_children,dishwasher,1.8,90,2024-01-19 22:40:00,2024-01-20 00:10:00,2024-01-19 22:40:00,2024-01-20 12:10:00,720,low
dryer_79,family_with_children,dryer,2.55,51,2024-01-20 00:00:00,2024-01-20 00:51:00,2024-01-20 00:00:00,2024-01-20 06:51:00,360,low
electric_stove_80,family_with_children,electric_stove,0.96,24,2024-01-20 12:10:00,2024-01-20 12:34:00,2024-01-20 12:10:00,2024-01-20 12:34:00,0,none
dishwasher_81,family_with_children,dishwasher,1.64,82,2024-01-20 20:30:00,2024-01-20 21:52:00,2024-01-20 20:30:00,2024-01-21 09:52:00,720,low
dishwasher_82,family_with_children,dishwasher,1.88,94,2024-01-21 13:40:00,2024-01-21 15:14:00,2024-01-21 13:40:00,2024-01-22 03:14:00,720,low
washing_machine_83,family_with_children,washing_machine,0.5083,61,2024-01-21 15:40:00,2024-01-21 16:41:00,2024-01-21 15:40:00,2024-01-21 22:41:00,360,low
electric_stove_84,family_with_children,electric_stove,0.92,23,2024-01-21 17:40:00,2024-01-21 18:03:00,2024-01-21 17:40:00,2024-01-21 18:03:00,0,none
vacuum_cleaner_85,family_with_children,vacuum_cleaner,0.42,21,2024-01-22 11:20:00,2024-01-22 11:41:00,2024-01-22 11:20:00,2024-01-22 11:41:00,0,none
washing_machine_86,family_with_children,washing_machine,0.5083,61,2024-01-22 14:30:00,2024-01-22 15:31:00,2024-01-22 14:30:00,2024-01-22 21:31:00,360,low
washing_machine_87,family_with_children,washing_machine,0.425,51,2024-01-22 19:30:00,2024-01-22 20:21:00,2024-01-22 19:30:00,2024-01-23 02:21:00,360,low
dryer_88,family_with_children,dryer,2.55,51,2024-01-22 20:40:00,2024-01-22 21:31:00,2024-01-22 20:40:00,2024-01-23 03:31:00,360,low
dishwasher_89,family_with_children,dishwasher,1.92,96,2024-01-22 22:20:00,2024-01-22 23:56:00,2024-01-22 22:20:00,2024-01-23 11:56:00,720,low
electric_stove_90,family_with_children,electric_stove,1.08,27,2024-01-23 17:50:00,2024-01-23 18:17:00,2024-01-23 17:50:00,2024-01-23 18:17:00,0,none
washing_machine_91,family_with_children,washing_machine,0.45,54,2024-01-23 19:10:00,2024-01-23 20:04:00,2024-01-23 19:10:00,2024-01-24 02:04:00,360,low
dishwasher_92,family_with_children,dishwasher,2.04,102,2024-01-23 20:00:00,2024-01-23 21:42:00,2024-01-23 20:00:00,2024-01-24 09:42:00,720,low
dryer_93,family_with_children,dryer,2.6,52,2024-01-23 20:50:00,2024-01-23 21:42:00,2024-01-23 20:50:00,2024-01-24 03:42:00,360,low
electric_stove_94,family_with_children,electric_stove,0.96,24,2024-01-24 12:10:00,2024-01-24 12:34:00,2024-01-24 12:10:00,2024-01-24 12:34:00,0,none
washing_machine_95,family_with_children,washing_machine,0.4417,53,2024-01-24 20:00:00,2024-01-24 20:53:00,2024-01-24 20:00:00,2024-01-25 02:53:00,360,low
dishwasher_96,family_with_children,dishwasher,1.94,97,2024-01-24 22:40:00,2024-01-25 00:17:00,2024-01-24 22:40:00,2024-01-25 12:17:00,720,low
dryer_97,family_with_children,dryer,3.45,69,2024-01-25 00:50:00,2024-01-25 01:59:00,2024-01-25 00:50:00,2024-01-25 07:59:00,360,low
electric_stove_98,family_with_children,electric_stove,1.0,25,2024-01-25 17:30:00,2024-01-25 17:55:00,2024-01-25 17:30:00,2024-01-25 17:55:00,0,none
vacuum_cleaner_99,family_with_children,vacuum_cleaner,0.4,20,2024-01-26 15:10:00,2024-01-26 15:30:00,2024-01-26 15:10:00,2024-01-26 15:30:00,0,none
washing_machine_100,family_with_children,washing_machine,0.5,60,2024-01-27 11:20:00,2024-01-27 12:20:00,2024-01-27 11:20:00,2024-01-27 18:20:00,360,low
dryer_101,family_with_children,dryer,1.95,39,2024-01-27 13:30:00,2024-01-27 14:09:00,2024-01-27 13:30:00,2024-01-27 20:09:00,360,low
electric_stove_102,family_with_children,electric_stove,0.92,23,2024-01-27 18:10:00,2024-01-27 18:33:00,2024-01-27 18:10:00,2024-01-27 18:33:00,0,none
oven_103,family_with_children,oven,2.16,54,2024-01-27 18:30:00,2024-01-27 19:24:00,2024-01-27 18:30:00,2024-01-27 19:24:00,0,none
dishwasher_104,family_with_children,dishwasher,1.62,81,2024-01-27 21:00:00,2024-01-27 22:21:00,2024-01-27 21:00:00,2024-01-28 10:21:00,720,low
vacuum_cleaner_105,family_with_children,vacuum_cleaner,0.62,31,2024-01-28 14:40:00,2024-01-28 15:11:00,2024-01-28 14:40:00,2024-01-28 15:11:00,0,none
oven_106,family_with_children,oven,1.56,39,2024-01-28 17:00:00,2024-01-28 17:39:00,2024-01-28 17:00:00,2024-01-28 17:39:00,0,none
electric_stove_107,family_with_children,electric_stove,0.88,22,2024-01-28 17:20:00,2024-01-28 17:42:00,2024-01-28 17:20:00,2024-01-28 17:42:00,0,none
vacuum_cleaner_108,family_with_children,vacuum_cleaner,0.4,20,2024-01-29 14:40:00,2024-01-29 15:00:00,2024-01-29 14:40:00,2024-01-29 15:00:00,0,none
washing_machine_109,family_with_children,washing_machine,0.475,57,2024-01-29 19:00:00,2024-01-29 19:57:00,2024-01-29 19:00:00,2024-01-30 01:57:00,360,low
electric_stove_110,family_with_children,electric_stove,1.08,27,2024-01-30 12:00:00,2024-01-30 12:27:00,2024-01-30 12:00:00,2024-01-30 12:27:00,0,none
dishwasher_111,family_with_children,dishwasher,2.12,106,2024-01-30 12:00:00,2024-01-30 13:46:00,2024-01-30 12:00:00,2024-01-31 01:46:00,720,low
oven_112,family_with_children,oven,1.6,40,2024-01-30 17:40:00,2024-01-30 18:20:00,2024-01-30 17:40:00,2024-01-30 18:20:00,0,none
washing_machine_113,family_with_children,washing_machine,0.4833,58,2024-01-31 09:00:00,2024-01-31 09:58:00,2024-01-31 09:00:00,2024-01-31 15:58:00,360,low
dryer_114,family_with_children,dryer,2.4,48,2024-01-31 10:20:00,2024-01-31 11:08:00,2024-01-31 10:20:00,2024-01-31 17:08:00,360,low
electric_stove_115,family_with_children,electric_stove,1.08,27,2024-01-31 12:40:00,2024-01-31 13:07:00,2024-01-31 12:40:00,2024-01-31 13:07:00,0,none
dishwasher_116,family_with_children,dishwasher,1.82,91,2024-01-31 12:40:00,2024-01-31 14:11:00,2024-01-31 12:40:00,2024-02-01 02:11:00,720,low
oven_117,family_with_children,oven,2.08,52,2024-01-31 18:30:00,2024-01-31 19:22:00,2024-01-31 18:30:00,2024-01-31 19:22:00,0,none
electric_stove_118,family_with_children,electric_stove,0.92,23,2024-02-01 12:00:00,2024-02-01 12:23:00,2024-02-01 12:00:00,2024-02-01 12:23:00,0,none
dishwasher_119,family_with_children,dishwasher,1.8,90,2024-02-01 21:10:00,2024-02-01 22:40:00,2024-02-01 21:10:00,2024-02-02 10:40:00,720,low
electric_stove_120,family_with_children,electric_stove,1.04,26,2024-02-02 12:00:00,2024-02-02 12:26:00,2024-02-02 12:00:00,2024-02-02 12:26:00,0,none
washing_machine_121,family_with_children,washing_machine,0.4417,53,2024-02-02 14:30:00,2024-02-02 15:23:00,2024-02-02 14:30:00,2024-02-02 21:23:00,360,low
dryer_122,family_with_children,dryer,2.55,51,2024-02-02 17:10:00,2024-02-02 18:01:00,2024-02-02 17:10:00,2024-02-03 00:01:00,360,low
electric_stove_123,family_with_children,electric_stove,0.96,24,2024-02-02 17:30:00,2024-02-02 17:54:00,2024-02-02 17:30:00,2024-02-02 17:54:00,0,none
dishwasher_124,family_with_children,dishwasher,1.76,88,2024-02-02 20:50:00,2024-02-02 22:18:00,2024-02-02 20:50:00,2024-02-03 10:18:00,720,low
vacuum_cleaner_125,family_with_children,vacuum_cleaner,0.52,26,2024-02-03 12:00:00,2024-02-03 12:26:00,2024-02-03 12:00:00,2024-02-03 12:26:00,0,none
oven_126,family_with_children,oven,1.8,45,2024-02-03 17:10:00,2024-02-03 17:55:00,2024-02-03 17:10:00,2024-02-03 17:55:00,0,none
electric_stove_127,family_with_children,electric_stove,0.84,21,2024-02-03 17:20:00,2024-02-03 17:41:00,2024-02-03 17:20:00,2024-02-03 17:41:00,0,none
electric_stove_128,family_with_children,electric_stove,1.0,25,2024-02-03 18:40:00,2024-02-03 19:05:00,2024-02-03 18:40:00,2024-02-03 19:05:00,0,none
washing_machine_129,family_with_children,washing_machine,0.5417,65,2024-02-03 20:30:00,2024-02-03 21:35:00,2024-02-03 20:30:00,2024-02-04 03:35:00,360,low
dryer_130,family_with_children,dryer,2.9,58,2024-02-03 23:20:00,2024-02-04 00:18:00,2024-02-03 23:20:00,2024-02-04 06:18:00,360,low
electric_stove_131,family_with_children,electric_stove,1.04,26,2024-02-04 07:00:00,2024-02-04 07:26:00,2024-02-04 07:00:00,2024-02-04 07:26:00,0,none
vacuum_cleaner_132,family_with_children,vacuum_cleaner,0.54,27,2024-02-04 11:30:00,2024-02-04 11:57:00,2024-02-04 11:30:00,2024-02-04 11:57:00,0,none
dishwasher_133,family_with_children,dishwasher,2.26,113,2024-02-04 21:20:00,2024-02-04 23:13:00,2024-02-04 21:20:00,2024-02-05 11:13:00,720,low
vacuum_cleaner_134,family_with_children,vacuum_cleaner,0.46,23,2024-02-05 10:00:00,2024-02-05 10:23:00,2024-02-05 10:00:00,2024-02-05 10:23:00,0,none
electric_stove_135,family_with_children,electric_stove,1.04,26,2024-02-05 18:50:00,2024-02-05 19:16:00,2024-02-05 18:50:00,2024-02-05 19:16:00,0,none
dishwasher_136,family_with_children,dishwasher,1.98,99,2024-02-06 12:30:00,2024-02-06 14:09:00,2024-02-06 12:30:00,2024-02-07 02:09:00,720,low
electric_stove_137,family_with_children,electric_stove,1.12,28,2024-02-06 17:30:00,2024-02-06 17:58:00,2024-02-06 17:30:00,2024-02-06 17:58:00,0,none
oven_138,family_with_children,oven,1.52,38,2024-02-06 18:20:00,2024-02-06 18:58:00,2024-02-06 18:20:00,2024-02-06 18:58:00,0,none
vacuum_cleaner_139,family_with_children,vacuum_cleaner,0.46,23,2024-02-07 09:10:00,2024-02-07 09:33:00,2024-02-07 09:10:00,2024-02-07 09:33:00,0,none
oven_140,family_with_children,oven,1.88,47,2024-02-07 18:20:00,2024-02-07 19:07:00,2024-02-07 18:20:00,2024-02-07 19:07:00,0,none
electric_stove_141,family_with_children,electric_stove,0.88,22,2024-02-08 07:40:00,2024-02-08 08:02:00,2024-02-08 07:40:00,2024-02-08 08:02:00,0,none
washing_machine_142,family_with_children,washing_machine,0.5167,62,2024-02-08 11:20:00,2024-02-08 12:22:00,2024-02-08 11:20:00,2024-02-08 18:22:00,360,low
dishwasher_143,family_with_children,dishwasher,2.06,103,2024-02-08 13:40:00,2024-02-08 15:23:00,2024-02-08 13:40:00,2024-02-09 03:23:00,720,low
dryer_144,family_with_children,dryer,2.35,47,2024-02-08 14:50:00,2024-02-08 15:37:00,2024-02-08 14:50:00,2024-02-08 21:37:00,360,low
oven_145,family_with_children,oven,1.84,46,2024-02-08 18:30:00,2024-02-08 19:16:00,2024-02-08 18:30:00,2024-02-08 19:16:00,0,none
electric_stove_146,family_with_children,electric_stove,0.96,24,2024-02-09 12:20:00,2024-02-09 12:44:00,2024-02-09 12:20:00,2024-02-09 12:44:00,0,none
washing_machine_147,family_with_children,washing_machine,0.4667,56,2024-02-09 15:00:00,2024-02-09 15:56:00,2024-02-09 15:00:00,2024-02-09 21:56:00,360,low
electric_stove_148,family_with_children,electric_stove,1.04,26,2024-02-09 18:20:00,2024-02-09 18:46:00,2024-02-09 18:20:00,2024-02-09 18:46:00,0,none
oven_149,family_with_children,oven,1.76,44,2024-02-09 18:40:00,2024-02-09 19:24:00,2024-02-09 18:40:00,2024-02-09 19:24:00,0,none
dryer_150,family_with_children,dryer,2.35,47,2024-02-09 19:00:00,2024-02-09 19:47:00,2024-02-09 19:00:00,2024-02-10 01:47:00,360,low
dishwasher_151,family_with_children,dishwasher,1.48,74,2024-02-09 21:30:00,2024-02-09 22:44:00,2024-02-09 21:30:00,2024-02-10 10:44:00,720,low
dishwasher_152,family_with_children,dishwasher,1.76,88,2024-02-10 12:40:00,2024-02-10 14:08:00,2024-02-10 12:40:00,2024-02-11 02:08:00,720,low
washing_machine_153,family_with_children,washing_machine,0.5167,62,2024-02-10 19:30:00,2024-02-10 20:32:00,2024-02-10 19:30:00,2024-02-11 02:32:00,360,low
dryer_154,family_with_children,dryer,2.45,49,2024-02-10 21:10:00,2024-02-10 21:59:00,2024-02-10 21:10:00,2024-02-11 03:59:00,360,low
dishwasher_155,family_with_children,dishwasher,1.8,90,2024-02-10 21:30:00,2024-02-10 23:00:00,2024-02-10 21:30:00,2024-02-11 11:00:00,720,low
electric_stove_156,family_with_children,electric_stove,1.04,26,2024-02-11 12:00:00,2024-02-11 12:26:00,2024-02-11 12:00:00,2024-02-11 12:26:00,0,none
dishwasher_157,family_with_children,dishwasher,1.9,95,2024-02-11 13:10:00,2024-02-11 14:45:00,2024-02-11 13:10:00,2024-02-12 02:45:00,720,low
electric_stove_158,family_with_children,electric_stove,1.0,25,2024-02-11 18:10:00,2024-02-11 18:35:00,2024-02-11 18:10:00,2024-02-11 18:35:00,0,none
dishwasher_159,family_with_children,dishwasher,1.62,81,2024-02-11 22:10:00,2024-02-11 23:31:00,2024-02-11 22:10:00,2024-02-12 11:31:00,720,low
dishwasher_160,family_with_children,dishwasher,2.02,101,2024-02-12 12:20:00,2024-02-12 14:01:00,2024-02-12 12:20:00,2024-02-13 02:01:00,720,low
electric_stove_161,family_with_children,electric_stove,1.16,29,2024-02-12 18:10:00,2024-02-12 18:39:00,2024-02-12 18:10:00,2024-02-12 18:39:00,0,none
washing_machine_162,family_with_children,washing_machine,0.5167,62,2024-02-12 19:00:00,2024-02-12 20:02:00,2024-02-12 19:00:00,2024-02-13 02:02:00,360,low
dryer_163,family_with_children,dryer,2.1,42,2024-02-12 21:10:00,2024-02-12 21:52:00,2024-02-12 21:10:00,2024-02-13 03:52:00,360,low
electric_stove_164,family_with_children,electric_stove,1.08,27,2024-02-13 12:10:00,2024-02-13 12:37:00,2024-02-13 12:10:00,2024-02-13 12:37:00,0,none
vacuum_cleaner_165,family_with_children,vacuum_cleaner,0.54,27,2024-02-13 14:20:00,2024-02-13 14:47:00,2024-02-13 14:20:00,2024-02-13 14:47:00,0,none
oven_166,family_with_children,oven,1.96,49,2024-02-14 18:30:00,2024-02-14 19:19:00,2024-02-14 18:30:00,2024-02-14 19:19:00,0,none
washing_machine_167,family_with_children,washing_machine,0.4833,58,2024-02-14 19:00:00,2024-02-14 19:58:00,2024-02-14 19:00:00,2024-02-15 01:58:00,360,low
dishwasher_168,family_with_children,dishwasher,1.64,82,2024-02-14 20:20:00,2024-02-14 21:42:00,2024-02-14 20:20:00,2024-02-15 09:42:00,720,low
