task_id,household_id,device_id,energy_kwh,duration_min,start_time,end_time,earliest_start,latest_end,max_delay_min,comfort_class
washing_machine_32,large_family,washing_machine,0.475,57,2024-01-05 21:00:00,2024-01-05 21:57:00,2024-01-05 21:00:00,2024-01-06 03:57:00,360,low
washing_machine_33,large_family,washing_machine,0.525,63,2024-01-05 23:10:00,2024-01-06 00:13:00,2024-01-05 23:10:00,2024-01-06 06:13:00,360,low
dryer_34,large_family,dryer,1.95,39,2024-01-05 23:10:00,2024-01-05 23:49:00,2024-01-05 23:10:00,2024-01-06 05:49:00,360,low
dryer_35,large_family,dryer,2.55,51,2024-01-06 02:00:00,2024-01-06 02:51:00,2024-01-06 02:00:00,2024-01-06 08:51:00,360,low
dishwasher_36,large_family,dishwasher,1.86,93,2024-01-06 09:40:00,2024-01-06 11:13:00,2024-01-06 09:40:00,2024-01-06 23:13:00,720,low
washing_machine_37,large_family,washing_machine,0.4667,56,2024-01-06 18:10:00,2024-01-06 19:06:00,2024-01-06 18:10:00,2024-01-07 01:06:00,360,low
electric_stove_38,large_family,electric_stove,1.16,29,2024-01-06 18:30:00,2024-01-06 18:59:00,2024-01-06 18:30:00,2024-01-06 18:59:00,0,none
oven_39,large_family,oven,1.88,47,2024-01-06 18:30:00,2024-01-06 19:17:00,2024-01-06 18:30:00,2024-01-06 19:17:00,0,none
dryer_40,large_family,dryer,2.45,49,2024-01-06 19:20:00,2024-01-06 20:09:00,2024-01-06 19:20:00,2024-01-07 02:09:00,360,low
vacuum_cleaner_41,large_family,vacuum_cleaner,0.44,22,2024-01-07 15:50:00,2024-01-07 16:12:00,2024-01-07 15:50:00,2024-01-07 16:12:00,0,none
washing_machine_42,large_family,washing_machine,0.4417,53,2024-01-07 17:00:00,2024-01-07 17:53:00,2024-01-07 17:00:00,2024-01-07 23:53:00,360,low
dryer_43,large_family,dryer,2.25,45,2024-01-07 18:20:00,2024-01-07 19:05:00,2024-01-07 18:20:00,2024-01-08 01:05:00,360,low
electric_stove_44,large_family,electric_stove,0.92,23,2024-01-07 19:10:00,2024-01-07 19:33:00,2024-01-07 19:10:00,2024-01-07 19:33:00,0,none
oven_45,large_family,oven,1.68,42,2024-01-07 19:20:00,2024-01-07 20:02:00,2024-01-07 19:20:00,2024-01-07 20:02:00,0,none
dishwasher_46,large_family,dishwasher,1.66,83,2024-01-07 21:30:00,2024-01-07 22:53:00,2024-01-07 21:30:00,2024-01-08 10:53:00,720,low
electric_stove_47,large_family,electric_stove,1.04,26,2024-01-07 22:50:00,2024-01-07 23:16:00,2024-01-07 22:50:00,2024-01-07 23:16:00,0,none
dishwasher_48,large_family,dishwasher,2.22,111,2024-01-07 23:50:00,2024-01-08 01:41:00,2024-01-07 23:50:00,2024-01-08 13:41:00,720,low
electric_stove_49,large_family,electric_stove,0.92,23,2024-01-08 07:50:00,2024-01-08 08:13:00,2024-01-08 07:50:00,2024-01-08 08:13:00,0,none
electric_stove_50,large_family,electric_stove,1.12,28,2024-01-08 13:40:00,2024-01-08 14:08:00,2024-01-08 13:40:00,2024-01-08 14:08:00,0,none
dishwasher_51,large_family,dishwasher,1.94,97,2024-01-08 14:30:00,2024-01-08 16:07:00,2024-01-08 14:30:00,2024-01-09 04:07:00,720,low
electric_stove_52,large_family,electric_stove,1.12,28,2024-01-08 19:00:00,2024-01-08 19:28:00,2024-01-08 19:00:00,2024-01-08 19:28:00,0,none
vacuum_cleaner_53,large_family,vacuum_cleaner,0.5,25,2024-01-08 19:00:00,2024-01-08 19:25:00,2024-01-08 19:00:00,2024-01-08 19:25:00,0,none
washing_machine_54,large_family,washing_machine,0.5083,61,2024-01-08 21:50:00,2024-01-08 22:51:00,2024-01-08 21:50:00,2024-01-09 04:51:00,360,low
dishwasher_55,large_family,dishwasher,1.62,81,2024-01-08 22:20:00,2024-01-08 23:41:00,2024-01-08 22:20:00,2024-01-09 11:41:00,720,low
dryer_56,large_family,dryer,2.7,54,2024-01-08 23:30:00,2024-01-09 00:24:00,2024-01-08 23:30:00,2024-01-09 06:24:00,360,low
dishwasher_57,large_family,dishwasher,1.92,96,2024-01-09 09:40:00,2024-01-09 11:16:00,2024-01-09 09:40:00,2024-01-09 23:16:00,720,low
electric_stove_58,large_family,electric_stove,1.04,26,2024-01-09 19:30:00,2024-01-09 19:56:00,2024-01-09 19:30:00,2024-01-09 19:56:00,0,none
washing_machine_59,large_family,washing_machine,0.4667,56,2024-01-09 19:30:00,2024-01-09 20:26:00,2024-01-09 19:30:00,2024-01-10 02:26:00,360,low
washing_machine_60,large_family,washing_machine,0.4833,58,2024-01-09 21:40:00,2024-01-09 22:38:00,2024-01-09 21:40:00,2024-01-10 04:38:00,360,low
electric_stove_61,large_family,electric_stove,0.8,20,2024-01-09 22:50:00,2024-01-09 23:10:00,2024-01-09 22:50:00,2024-01-09 23:10:00,0,none
washing_machine_62,large_family,washing_machine,0.4667,56,2024-01-09 23:50:00,2024-01-10 00:46:00,2024-01-09 23:50:00,2024-01-10 06:46:00,360,low
dryer_63,large_family,dryer,2.95,59,2024-01-10 01:10:00,2024-01-10 02:09:00,2024-01-10 01:10:00,2024-01-10 08:09:00,360,low
dryer_64,large_family,dryer,2.3,46,2024-01-10 02:20:00,2024-01-10 03:06:00,2024-01-10 02:20:00,2024-01-10 09:06:00,360,low
electric_stove_65,large_family,electric_stove,0.92,23,2024-01-10 07:50:00,2024-01-10 08:13:00,2024-01-10 07:50:00,2024-01-10 08:13:00,0,none
washing_machine_66,large_family,washing_machine,0.5917,71,2024-01-10 16:50:00,2024-01-10 18:01:00,2024-01-10 16:50:00,2024-01-11 00:01:00,360,low
electric_stove_67,large_family,electric_stove,0.8,20,2024-01-10 19:20:00,2024-01-10 19:40:00,2024-01-10 19:20:00,2024-01-10 19:40:00,0,none
dryer_68,large_family,dryer,2.6,52,2024-01-10 20:20:00,2024-01-10 21:12:00,2024-01-10 20:20:00,2024-01-11 03:12:00,360,low
electric_stove_69,large_family,electric_stove,1.08,27,2024-01-10 23:10:00,2024-01-10 23:37:00,2024-01-10 23:10:00,2024-01-10 23:37:00,0,none
electric_stove_70,large_family,electric_stove,1.0,25,2024-01-11 13:20:00,2024-01-11 13:45:00,2024-01-11 13:20:00,2024-01-11 13:45:00,0,none
dishwasher_71,large_family,dishwasher,1.16,58,2024-01-11 13:40:00,2024-01-11 14:38:00,2024-01-11 13:40:00,2024-01-12 02:38:00,720,low
washing_machine_72,large_family,washing_machine,0.4917,59,2024-01-11 17:20:00,2024-01-11 18:19:00,2024-01-11 17:20:00,2024-01-12 00:19:00,360,low
electric_stove_73,large_family,electric_stove,1.04,26,2024-01-11 17:50:00,2024-01-11 18:16:00,2024-01-11 17:50:00,2024-01-11 18:16:00,0,none
dryer_74,large_family,dryer,2.05,41,2024-01-11 19:10:00,2024-01-11 19:51:00,2024-01-11 19:10:00,2024-01-12 01:51:00,360,low
oven_75,large_family,oven,1.84,46,2024-01-11 19:20:00,2024-01-11 20:06:00,2024-01-11 19:20:00,2024-01-11 20:06:00,0,none
washing_machine_76,large_family,washing_machine,0.4417,53,2024-01-11 21:40:00,2024-01-11 22:33:00,2024-01-11 21:40:00,2024-01-12 04:33:00,360,low
electric_stove_77,large_family,electric_stove,0.96,24,2024-01-11 22:40:00,2024-01-11 23:04:00,2024-01-11 22:40:00,2024-01-11 23:04:00,0,none
washing_machine_78,large_family,washing_machine,0.5333,64,2024-01-11 23:40:00,2024-01-12 00:44:00,2024-01-11 23:40:00,2024-01-12 06:44:00,360,low
dryer_79,large_family,dryer,2.6,52,2024-01-12 01:10:00,2024-01-12 02:02:00,2024-01-12 01:10:00,2024-01-12 08:02:00,360,low
dryer_80,large_family,dryer,2.45,49,2024-01-12 04:30:00,2024-01-12 05:19:00,2024-01-12 04:30:00,2024-01-12 11:19:00,360,low
dishwasher_81,large_family,dishwasher,1.48,74,2024-01-12 13:10:00,2024-01-12 14:24:00,2024-01-12 13:10:00,2024-01-13 02:24:00,720,low
electric_stove_82,large_family,electric_stove,1.08,27,2024-01-12 18:20:00,2024-01-12 18:47:00,2024-01-12 18:20:00,2024-01-12 18:47:00,0,none
oven_83,large_family,oven,1.64,41,2024-01-12 18:30:00,2024-01-12 19:11:00,2024-01-12 18:30:00,2024-01-12 19:11:00,0,none
vacuum_cleaner_84,large_family,vacuum_cleaner,0.36,18,2024-01-12 19:10:00,2024-01-12 19:28:00,2024-01-12 19:10:00,2024-01-12 19:28:00,0,none
electric_stove_85,large_family,electric_stove,0.84,21,2024-01-12 19:50:00,2024-01-12 20:11:00,2024-01-12 19:50:00,2024-01-12 20:11:00,0,none
washing_machine_86,large_family,washing_machine,0.4,48,2024-01-12 21:00:00,2024-01-12 21:48:00,2024-01-12 21:00:00,2024-01-13 03:48:00,360,low
dishwasher_87,large_family,dishwasher,1.56,78,2024-01-12 21:50:00,2024-01-12 23:08:00,2024-01-12 21:50:00,2024-01-13 11:08:00,720,low
oven_88,large_family,oven,1.84,46,2024-01-12 22:20:00,2024-01-12 23:06:00,2024-01-12 22:20:00,2024-01-12 23:06:00,0,none
dryer_89,large_family,dryer,2.75,55,2024-01-12 22:30:00,2024-01-12 23:25:00,2024-01-12 22:30:00,2024-01-13 05:25:00,360,low
electric_stove_90,large_family,electric_stove,1.04,26,2024-01-13 07:20:00,2024-01-13 07:46:00,2024-01-13 07:20:00,2024-01-13 07:46:00,0,none
dishwasher_91,large_family,dishwasher,1.6,80,2024-01-13 08:00:00,2024-01-13 09:20:00,2024-01-13 08:00:00,2024-01-13 21:20:00,720,low
vacuum_cleaner_92,large_family,vacuum_cleaner,0.52,26,2024-01-13 12:20:00,2024-01-13 12:46:00,2024-01-13 12:20:00,2024-01-13 12:46:00,0,none
electric_stove_93,large_family,electric_stove,1.0,25,2024-01-13 17:50:00,2024-01-13 18:15:00,2024-01-13 17:50:00,2024-01-13 18:15:00,0,none
washing_machine_94,large_family,washing_machine,0.4333,52,2024-01-13 17:50:00,2024-01-13 18:42:00,2024-01-13 17:50:00,2024-01-14 00:42:00,360,low
oven_95,large_family,oven,1.88,47,2024-01-13 19:10:00,2024-01-13 19:57:00,2024-01-13 19:10:00,2024-01-13 19:57:00,0,none
dryer_96,large_family,dryer,2.5,50,2024-01-13 21:10:00,2024-01-13 22:00:00,2024-01-13 21:10:00,2024-01-14 04:00:00,360,low
electric_stove_97,large_family,electric_stove,0.92,23,2024-01-14 07:40:00,2024-01-14 08:03:00,2024-01-14 07:40:00,2024-01-14 08:03:00,0,none
vacuum_cleaner_98,large_family,vacuum_cleaner,0.54,27,2024-01-14 10:30:00,2024-01-14 10:57:00,2024-01-14 10:30:00,2024-01-14 10:57:00,0,none
dishwasher_99,large_family,dishwasher,1.64,82,2024-01-14 21:00:00,2024-01-14 22:22:00,2024-01-14 21:00:00,2024-01-15 10:22:00,720,low
dishwasher_100,large_family,dishwasher,1.78,89,2024-01-14 23:30:00,2024-01-15 00:59:00,2024-01-14 23:30:00,2024-01-15 12:59:00,720,low
electric_stove_101,large_family,electric_stove,1.04,26,2024-01-15 17:20:00,2024-01-15 17:46:00,2024-01-15 17:20:00,2024-01-15 17:46:00,0,none
electric_stove_102,large_family,electric_stove,0.96,24,2024-01-15 19:40:00,2024-01-15 20:04:00,2024-01-15 19:40:00,2024-01-15 20:04:00,0,none
electric_stove_103,large_family,electric_stove,0.88,22,2024-01-16 06:30:00,2024-01-16 06:52:00,2024-01-16 06:30:00,2024-01-16 06:52:00,0,none
oven_104,large_family,oven,1.76,44,2024-01-16 17:40:00,2024-01-16 18:24:00,2024-01-16 17:40:00,2024-01-16 18:24:00,0,none
electric_stove_105,large_family,electric_stove,1.08,27,2024-01-16 18:10:00,2024-01-16 18:37:00,2024-01-16 18:10:00,2024-01-16 18:37:00,0,none
oven_106,large_family,oven,2.16,54,2024-01-16 19:50:00,2024-01-16 20:44:00,2024-01-16 19:50:00,2024-01-16 20:44:00,0,none
dishwasher_107,large_family,dishwasher,1.94,97,2024-01-16 21:00:00,2024-01-16 22:37:00,2024-01-16 21:00:00,2024-01-17 10:37:00,720,low
dishwasher_108,large_family,dishwasher,1.88,94,2024-01-17 09:20:00,2024-01-17 10:54:00,2024-01-17 09:20:00,2024-01-17 22:54:00,720,low
electric_stove_109,large_family,electric_stove,0.96,24,2024-01-17 12:00:00,2024-01-17 12:24:00,2024-01-17 12:00:00,2024-01-17 12:24:00,0,none
electric_stove_110,large_family,electric_stove,0.84,21,2024-01-18 06:30:00,2024-01-18 06:51:00,2024-01-18 06:30:00,2024-01-18 06:51:00,0,none
electric_stove_111,large_family,electric_stove,0.92,23,2024-01-18 12:10:00,2024-01-18 12:33:00,2024-01-18 12:10:00,2024-01-18 12:33:00,0,none
washing_machine_112,large_family,washing_machine,0.475,57,2024-01-18 16:00:00,2024-01-18 16:57:00,2024-01-18 16:00:00,2024-01-18 22:57:00,360,low
oven_113,large_family,oven,1.6,40,2024-01-18 18:10:00,2024-01-18 18:50:00,2024-01-18 18:10:00,2024-01-18 18:50:00,0,none
dryer_114,large_family,dryer,2.5,50,2024-01-18 19:40:00,2024-01-18 20:30:00,2024-01-18 19:40:00,2024-01-19 02:30:00,360,low
electric_stove_115,large_family,electric_stove,0.64,16,2024-01-19 07:30:00,2024-01-19 07:46:00,2024-01-19 07:30:00,2024-01-19 07:46:00,0,none
electric_stove_116,large_family,electric_stove,1.04,26,2024-01-19 12:40:00,2024-01-19 13:06:00,2024-01-19 12:40:00,2024-01-19 13:06:00,0,none
dishwasher_117,large_family,dishwasher,1.96,98,2024-01-19 14:30:00,2024-01-19 16:08:00,2024-01-19 14:30:00,2024-01-20 04:08:00,720,low
oven_118,large_family,oven,1.4,35,2024-01-19 17:10:00,2024-01-19 17:45:00,2024-01-19 17:10:00,2024-01-19 17:45:00,0,none
vacuum_cleaner_119,large_family,vacuum_cleaner,0.44,22,2024-01-19 17:20:00,2024-01-19 17:42:00,2024-01-19 17:20:00,2024-01-19 17:42:00,0,none
oven_120,large_family,oven,1.68,42,2024-01-19 19:40:00,2024-01-19 20:22:00,2024-01-19 19:40:00,2024-01-19 20:22:00,0,none
dishwasher_121,large_family,dishwasher,1.86,93,2024-01-19 22:00:00,2024-01-19 23:33:00,2024-01-19 22:00:00,2024-01-20 11:33:00,720,low
washing_machine_122,large_family,washing_machine,0.425,51,2024-01-20 08:00:00,2024-01-20 08:51:00,2024-01-20 08:00:00,2024-01-20 14:51:00,360,low
dryer_123,large_family,dryer,2.6,52,2024-01-20 10:00:00,2024-01-20 10:52:00,2024-01-20 10:00:00,2024-01-20 16:52:00,360,low
washing_machine_124,large_family,washing_machine,0.4583,55,2024-01-20 10:30:00,2024-01-20 11:25:00,2024-01-20 10:30:00,2024-01-20 17:25:00,360,low
vacuum_cleaner_125,large_family,vacuum_cleaner,0.4,20,2024-01-20 11:50:00,2024-01-20 12:10:00,2024-01-20 11:50:00,2024-01-20 12:10:00,0,none
dryer_126,large_family,dryer,2.4,48,2024-01-20 12:20:00,2024-01-20 13:08:00,2024-01-20 12:20:00,2024-01-20 19:08:00,360,low
vacuum_cleaner_127,large_family,vacuum_cleaner,0.6,30,2024-01-20 13:10:00,2024-01-20 13:40:00,2024-01-20 13:10:00,2024-01-20 13:40:00,0,none
dishwasher_128,large_family,dishwasher,1.86,93,2024-01-20 14:10:00,2024-01-20 15:43:00,2024-01-20 14:10:00,2024-01-21 03:43:00,720,low
oven_129,large_family,oven,1.44,36,2024-01-20 18:10:00,2024-01-20 18:46:00,2024-01-20 18:10:00,2024-01-20 18:46:00,0,none
dishwasher_130,large_family,dishwasher,1.92,96,2024-01-20 21:00:00,2024-01-20 22:36:00,2024-01-20 21:00:00,2024-01-21 10:36:00,720,low
washing_machine_131,large_family,washing_machine,0.5083,61,2024-01-21 12:00:00,2024-01-21 13:01:00,2024-01-21 12:00:00,2024-01-21 19:01:00,360,low
electric_stove_132,large_family,electric_stove,1.12,28,2024-01-21 12:10:00,2024-01-21 12:38:00,2024-01-21 12:10:00,2024-01-21 12:38:00,0,none
dryer_133,large_family,dryer,2.25,45,2024-01-21 16:10:00,2024-01-21 16:55:00,2024-01-21 16:10:00,2024-01-21 22:55:00,360,low
oven_134,large_family,oven,1.56,39,2024-01-21 19:10:00,2024-01-21 19:49:00,2024-01-21 19:10:00,2024-01-21 19:49:00,0,none
electric_stove_135,large_family,electric_stove,0.92,23,2024-01-21 19:20:00,2024-01-21 19:43:00,2024-01-21 19:20:00,2024-01-21 19:43:00,0,none
washing_machine_136,large_family,washing_machine,0.4917,59,2024-01-21 19:30:00,2024-01-21 20:29:00,2024-01-21 19:30:00,2024-01-22 02:29:00,360,low
dishwasher_137,large_family,dishwasher,1.98,99,2024-01-21 21:20:00,2024-01-21 22:59:00,2024-01-21 21:20:00,2024-01-22 10:59:00,720,low
dryer_138,large_family,dryer,2.45,49,2024-01-21 21:40:00,2024-01-21 22:29:00,2024-01-21 21:40:00,2024-01-22 04:29:00,360,low
washing_machine_139,large_family,washing_machine,0.4833,58,2024-01-21 22:20:00,2024-01-21 23:18:00,2024-01-21 22:20:00,2024-01-22 05:18:00,360,low
dryer_140,large_family,dryer,2.35,47,2024-01-22 02:10:00,2024-01-22 02:57:00,2024-01-22 02:10:00,2024-01-22 08:57:00,360,low
electric_stove_141,large_family,electric_stove,1.0,25,2024-01-22 12:30:00,2024-01-22 12:55:00,2024-01-22 12:30:00,2024-01-22 12:55:00,0,none
dishwasher_142,large_family,dishwasher,1.74,87,2024-01-22 13:00:00,2024-01-22 14:27:00,2024-01-22 13:00:00,2024-01-23 02:27:00,720,low
oven_143,large_family,oven,2.04,51,2024-01-22 17:00:00,2024-01-22 17:51:00,2024-01-22 17:00:00,2024-01-22 17:51:00,0,none
electric_stove_144,large_family,electric_stove,0.92,23,2024-01-22 17:40:00,2024-01-22 18:03:00,2024-01-22 17:40:00,2024-01-22 18:03:00,0,none
vacuum_cleaner_145,large_family,vacuum_cleaner,0.52,26,2024-01-22 19:30:00,2024-01-22 19:56:00,2024-01-22 19:30:00,2024-01-22 19:56:00,0,none
dishwasher_146,large_family,dishwasher,1.82,91,2024-01-22 20:00:00,2024-01-22 21:31:00,2024-01-22 20:00:00,2024-01-23 09:31:00,720,low
washing_machine_147,large_family,washing_machine,0.4667,56,2024-01-22 21:50:00,2024-01-22 22:46:00,2024-01-22 21:50:00,2024-01-23 04:46:00,360,low
dryer_148,large_family,dryer,3.05,61,2024-01-23 02:20:00,2024-01-23 03:21:00,2024-01-23 02:20:00,2024-01-23 09:21:00,360,low
electric_stove_149,large_family,electric_stove,0.8,20,2024-01-23 06:40:00,2024-01-23 07:00:00,2024-01-23 06:40:00,2024-01-23 07:00:00,0,none
dishwasher_150,large_family,dishwasher,1.54,77,2024-01-23 09:30:00,2024-01-23 10:47:00,2024-01-23 09:30:00,2024-01-23 22:47:00,720,low
vacuum_cleaner_151,large_family,vacuum_cleaner,0.6,30,2024-01-23 16:00:00,2024-01-23 16:30:00,2024-01-23 16:00:00,2024-01-23 16:30:00,0,none
vacuum_cleaner_152,large_family,vacuum_cleaner,0.48,24,2024-01-23 18:10:00,2024-01-23 18:34:00,2024-01-23 18:10:00,2024-01-23 18:34:00,0,none
washing_machine_153,large_family,washing_machine,0.5417,65,2024-01-23 18:40:00,2024-01-23 19:45:00,2024-01-23 18:40:00,2024-01-24 01:45:00,360,low
oven_154,large_family,oven,2.12,53,2024-01-23 19:40:00,2024-01-23 20:33:00,2024-01-23 19:40:00,2024-01-23 20:33:00,0,none
dishwasher_155,large_family,dishwasher,1.92,96,2024-01-23 20:50:00,2024-01-23 22:26:00,2024-01-23 20:50:00,2024-01-24 10:26:00,720,low
washing_machine_156,large_family,washing_machine,0.5333,64,2024-01-23 21:50:00,2024-01-23 22:54:00,2024-01-23 21:50:00,2024-01-24 04:54:00,360,low
dryer_157,large_family,dryer,2.4,48,2024-01-23 22:10:00,2024-01-23 22:58:00,2024-01-23 22:10:00,2024-01-24 04:58:00,360,low
dryer_158,large_family,dryer,2.45,49,2024-01-24 01:40:00,2024-01-24 02:29:00,2024-01-24 01:40:00,2024-01-24 08:29:00,360,low
electric_stove_159,large_family,electric_stove,1.0,25,2024-01-24 07:40:00,2024-01-24 08:05:00,2024-01-24 07:40:00,2024-01-24 08:05:00,0,none
dishwasher_160,large_family,dishwasher,1.84,92,2024-01-24 09:50:00,2024-01-24 11:22:00,2024-01-24 09:50:00,2024-01-24 23:22:00,720,low
oven_161,large_family,oven,1.92,48,2024-01-24 18:20:00,2024-01-24 19:08:00,2024-01-24 18:20:00,2024-01-24 19:08:00,0,none
electric_stove_162,large_family,electric_stove,0.92,23,2024-01-24 18:50:00,2024-01-24 19:13:00,2024-01-24 18:50:00,2024-01-24 19:13:00,0,none
electric_stove_163,large_family,electric_stove,0.96,24,2024-01-25 13:20:00,2024-01-25 13:44:00,2024-01-25 13:20:00,2024-01-25 13:44:00,0,none
dishwasher_164,large_family,dishwasher,2.08,104,2024-01-25 14:00:00,2024-01-25 15:44:00,2024-01-25 14:00:00,2024-01-26 03:44:00,720,low
oven_165,large_family,oven,1.84,46,2024-01-25 17:30:00,2024-01-25 18:16:00,2024-01-25 17:30:00,2024-01-25 18:16:00,0,none
vacuum_cleaner_166,large_family,vacuum_cleaner,0.5,25,2024-01-25 19:50:00,2024-01-25 20:15:00,2024-01-25 19:50:00,2024-01-25 20:15:00,0,none
washing_machine_167,large_family,washing_machine,0.4833,58,2024-01-25 20:20:00,2024-01-25 21:18:00,2024-01-25 20:20:00,2024-01-26 03:18:00,360,low
dryer_168,large_family,dryer,2.9,58,2024-01-25 22:00:00,2024-01-25 22:58:00,2024-01-25 22:00:00,2024-01-26 04:58:00,360,low
electric_stove_169,large_family,electric_stove,0.88,22,2024-01-26 06:50:00,2024-01-26 07:12:00,2024-01-26 06:50:00,2024-01-26 07:12:00,0,none
oven_170,large_family,oven,1.84,46,2024-01-26 17:10:00,2024-01-26 17:56:00,2024-01-26 17:10:00,2024-01-26 17:56:00,0,none
oven_171,large_family,oven,2.04,51,2024-01-26 19:20:00,2024-01-26 20:11:00,2024-01-26 19:20:00,2024-01-26 20:11:00,0,none
washing_machine_172,large_family,washing_machine,0.5583,67,2024-01-26 20:10:00,2024-01-26 21:17:00,2024-01-26 20:10:00,2024-01-27 03:17:00,360,low
dryer_173,large_family,dryer,2.45,49,2024-01-27 00:30:00,2024-01-27 01:19:00,2024-01-27 00:30:00,2024-01-27 07:19:00,360,low
electric_stove_174,large_family,electric_stove,0.92,23,2024-01-27 06:20:00,2024-01-27 06:43:00,2024-01-27 06:20:00,2024-01-27 06:43:00,0,none
