task_id,household_id,device_id,energy_kwh,duration_min,start_time,end_time,earliest_start,latest_end,max_delay_min,comfort_class
dryer_88,young_couple,dryer,2.9,58,2024-01-30 10:20:00,2024-01-30 11:18:00,2024-01-30 10:20:00,2024-01-30 17:18:00,360,low
oven_89,young_couple,oven,1.84,46,2024-01-30 18:10:00,2024-01-30 18:56:00,2024-01-30 18:10:00,2024-01-30 18:56:00,0,none
electric_stove_90,young_couple,electric_stove,0.96,24,2024-01-30 18:20:00,2024-01-30 18:44:00,2024-01-30 18:20:00,2024-01-30 18:44:00,0,none
electric_stove_91,young_couple,electric_stove,1.0,25,2024-01-30 19:50:00,2024-01-30 20:15:00,2024-01-30 19:50:00,2024-01-30 20:15:00,0,none
dishwasher_92,young_couple,dishwasher,1.7,85,2024-01-30 20:30:00,2024-01-30 21:55:00,2024-01-30 20:30:00,2024-01-31 09:55:00,720,low
dishwasher_93,young_couple,dishwasher,1.56,78,2024-01-31 20:30:00,2024-01-31 21:48:00,2024-01-31 20:30:00,2024-02-01 09:48:00,720,low
electric_stove_94,young_couple,electric_stove,1.0,25,2024-02-01 18:20:00,2024-02-01 18:45:00,2024-02-01 18:20:00,2024-02-01 18:45:00,0,none
washing_machine_95,young_couple,washing_machine,0.4667,56,2024-02-01 20:20:00,2024-02-01 21:16:00,2024-02-01 20:20:00,2024-02-02 03:16:00,360,low
dryer_96,young_couple,dryer,2.35,47,2024-02-01 22:10:00,2024-02-01 22:57:00,2024-02-01 22:10:00,2024-02-02 04:57:00,360,low
electric_stove_97,young_couple,electric_stove,0.92,23,2024-02-02 18:10:00,2024-02-02 18:33:00,2024-02-02 18:10:00,2024-02-02 18:33:00,0,none
dishwasher_98,young_couple,dishwasher,2.0,100,2024-02-02 21:50:00,2024-02-02 23:30:00,2024-02-02 21:50:00,2024-02-03 11:30:00,720,low
ev_charger_level2_99,young_couple,ev_charger_level2,22.8,190,2024-02-02 22:50:00,2024-02-03 02:00:00,2024-02-02 22:50:00,2024-02-03 10:00:00,480,medium
vacuum_cleaner_100,young_couple,vacuum_cleaner,0.52,26,2024-02-03 14:30:00,2024-02-03 14:56:00,2024-02-03 14:30:00,2024-02-03 14:56:00,0,none
electric_stove_101,young_couple,electric_stove,0.84,21,2024-02-03 19:00:00,2024-02-03 19:21:00,2024-02-03 19:00:00,2024-02-03 19:21:00,0,none
ev_charger_level2_102,young_couple,ev_charger_level2,21.6,180,2024-02-03 19:20:00,2024-02-03 22:20:00,2024-02-03 19:20:00,2024-02-04 06:20:00,480,medium
dishwasher_103,young_couple,dishwasher,2.12,106,2024-02-03 22:40:00,2024-02-04 00:26:00,2024-02-03 22:40:00,2024-02-04 12:26:00,720,low
washing_machine_104,young_couple,washing_machine,0.5417,65,2024-02-04 10:40:00,2024-02-04 11:45:00,2024-02-04 10:40:00,2024-02-04 17:45:00,360,low
vacuum_cleaner_105,young_couple,vacuum_cleaner,0.5,25,2024-02-04 11:50:00,2024-02-04 12:15:00,2024-02-04 11:50:00,2024-02-04 12:15:00,0,none
washing_machine_106,young_couple,washing_machine,0.5083,61,2024-02-04 12:50:00,2024-02-04 13:51:00,2024-02-04 12:50:00,2024-02-04 19:51:00,360,low
dryer_107,young_couple,dryer,2.35,47,2024-02-04 15:50:00,2024-02-04 16:37:00,2024-02-04 15:50:00,2024-02-04 22:37:00,360,low
oven_108,young_couple,oven,1.92,48,2024-02-04 18:20:00,2024-02-04 19:08:00,2024-02-04 18:20:00,2024-02-04 19:08:00,0,none
dishwasher_109,young_couple,dishwasher,1.48,74,2024-02-04 22:00:00,2024-02-04 23:14:00,2024-02-04 22:00:00,2024-02-05 11:14:00,720,low
electric_stove_110,young_couple,electric_stove,1.04,26,2024-02-05 18:40:00,2024-02-05 19:06:00,2024-02-05 18:40:00,2024-02-05 19:06:00,0,none
oven_111,young_couple,oven,1.48,37,2024-02-05 18:40:00,2024-02-05 19:17:00,2024-02-05 18:40:00,2024-02-05 19:17:00,0,none
dishwasher_112,young_couple,dishwasher,1.5,75,2024-02-05 22:10:00,2024-02-05 23:25:00,2024-02-05 22:10:00,2024-02-06 11:25:00,720,low
ev_charger_level2_113,young_couple,ev_charger_level2,16.56,138,2024-02-06 20:20:00,2024-02-06 22:38:00,2024-02-06 20:20:00,2024-02-07 06:38:00,480,medium
dishwasher_114,young_couple,dishwasher,1.74,87,2024-02-06 21:00:00,2024-02-06 22:27:00,2024-02-06 21:00:00,2024-02-07 10:27:00,720,low
ev_charger_level2_115,young_couple,ev_charger_level2,24.24,202,2024-02-07 05:50:00,2024-02-07 09:12:00,2024-02-07 05:50:00,2024-02-07 17:12:00,480,medium
washing_machine_116,young_couple,washing_machine,0.5083,61,2024-02-07 13:20:00,2024-02-07 14:21:00,2024-02-07 13:20:00,2024-02-07 20:21:00,360,low
dryer_117,young_couple,dryer,2.85,57,2024-02-07 15:50:00,2024-02-07 16:47:00,2024-02-07 15:50:00,2024-02-07 22:47:00,360,low
electric_stove_118,young_couple,electric_stove,1.08,27,2024-02-07 18:20:00,2024-02-07 18:47:00,2024-02-07 18:20:00,2024-02-07 18:47:00,0,none
oven_119,young_couple,oven,1.92,48,2024-02-07 18:40:00,2024-02-07 19:28:00,2024-02-07 18:40:00,2024-02-07 19:28:00,0,none
dishwasher_120,young_couple,dishwasher,1.84,92,2024-02-07 20:40:00,2024-02-07 22:12:00,2024-02-07 20:40:00,2024-02-08 10:12:00,720,low
oven_121,young_couple,oven,1.64,41,2024-02-08 19:00:00,2024-02-08 19:41:00,2024-02-08 19:00:00,2024-02-08 19:41:00,0,none
electric_stove_122,young_couple,electric_stove,0.96,24,2024-02-08 19:50:00,2024-02-08 20:14:00,2024-02-08 19:50:00,2024-02-08 20:14:00,0,none
dishwasher_123,young_couple,dishwasher,2.06,103,2024-02-08 22:20:00,2024-02-09 00:03:00,2024-02-08 22:20:00,2024-02-09 12:03:00,720,low
oven_124,young_couple,oven,1.96,49,2024-02-09 18:30:00,2024-02-09 19:19:00,2024-02-09 18:30:00,2024-02-09 19:19:00,0,none
washing_machine_125,young_couple,washing_machine,0.5333,64,2024-02-10 10:10:00,2024-02-10 11:14:00,2024-02-10 10:10:00,2024-02-10 17:14:00,360,low
vacuum_cleaner_126,young_couple,vacuum_cleaner,0.62,31,2024-02-10 11:10:00,2024-02-10 11:41:00,2024-02-10 11:10:00,2024-02-10 11:41:00,0,none
dryer_127,young_couple,dryer,2.5,50,2024-02-10 12:10:00,2024-02-10 13:00:00,2024-02-10 12:10:00,2024-02-10 19:00:00,360,low
washing_machine_128,young_couple,washing_machine,0.4333,52,2024-02-10 19:40:00,2024-02-10 20:32:00,2024-02-10 19:40:00,2024-02-11 02:32:00,360,low
dishwasher_129,young_couple,dishwasher,1.84,92,2024-02-10 20:20:00,2024-02-10 21:52:00,2024-02-10 20:20:00,2024-02-11 09:52:00,720,low
dryer_130,young_couple,dryer,2.45,49,2024-02-10 23:50:00,2024-02-11 00:39:00,2024-02-10 23:50:00,2024-02-11 06:39:00,360,low
electric_stove_131,young_couple,electric_stove,1.0,25,2024-02-11 18:30:00,2024-02-11 18:55:00,2024-02-11 18:30:00,2024-02-11 18:55:00,0,none
dishwasher_132,young_couple,dishwasher,1.84,92,2024-02-11 22:50:00,2024-02-12 00:22:00,2024-02-11 22:50:00,2024-02-12 12:22:00,720,low
electric_stove_133,young_couple,electric_stove,1.04,26,2024-02-12 18:00:00,2024-02-12 18:26:00,2024-02-12 18:00:00,2024-02-12 18:26:00,0,none
electric_stove_134,young_couple,electric_stove,0.88,22,2024-02-12 19:50:00,2024-02-12 20:12:00,2024-02-12 19:50:00,2024-02-12 20:12:00,0,none
oven_135,young_couple,oven,1.76,44,2024-02-13 18:40:00,2024-02-13 19:24:00,2024-02-13 18:40:00,2024-02-13 19:24:00,0,none
ev_charger_level2_136,young_couple,ev_charger_level2,22.32,186,2024-02-13 19:30:00,2024-02-13 22:36:00,2024-02-13 19:30:00,2024-02-14 06:36:00,480,medium
electric_stove_137,young_couple,electric_stove,0.92,23,2024-02-14 19:30:00,2024-02-14 19:53:00,2024-02-14 19:30:00,2024-02-14 19:53:00,0,none
dishwasher_138,young_couple,dishwasher,1.84,92,2024-02-14 22:40:00,2024-02-15 00:12:00,2024-02-14 22:40:00,2024-02-15 12:12:00,720,low
ev_charger_level2_139,young_couple,ev_charger_level2,24.96,208,2024-02-15 05:50:00,2024-02-15 09:18:00,2024-02-15 05:50:00,2024-02-15 17:18:00,480,medium
washing_machine_140,young_couple,washing_machine,0.5083,61,2024-02-15 21:00:00,2024-02-15 22:01:00,2024-02-15 21:00:00,2024-02-16 04:01:00,360,low
dryer_141,young_couple,dryer,2.8,56,2024-02-16 00:10:00,2024-02-16 01:06:00,2024-02-16 00:10:00,2024-02-16 07:06:00,360,low
ev_charger_level2_142,young_couple,ev_charger_level2,23.64,197,2024-02-16 00:30:00,2024-02-16 03:47:00,2024-02-16 00:30:00,2024-02-16 11:47:00,480,medium
oven_143,young_couple,oven,1.96,49,2024-02-16 18:10:00,2024-02-16 18:59:00,2024-02-16 18:10:00,2024-02-16 18:59:00,0,none
electric_stove_144,young_couple,electric_stove,1.28,32,2024-02-16 19:30:00,2024-02-16 20:02:00,2024-02-16 19:30:00,2024-02-16 20:02:00,0,none
dishwasher_145,young_couple,dishwasher,1.88,94,2024-02-16 22:50:00,2024-02-17 00:24:00,2024-02-16 22:50:00,2024-02-17 12:24:00,720,low
washing_machine_146,young_couple,washing_machine,0.5333,64,2024-02-17 11:10:00,2024-02-17 12:14:00,2024-02-17 11:10:00,2024-02-17 18:14:00,360,low
electric_stove_147,young_couple,electric_stove,1.16,29,2024-02-17 19:40:00,2024-02-17 20:09:00,2024-02-17 19:40:00,2024-02-17 20:09:00,0,none
vacuum_cleaner_148,young_couple,vacuum_cleaner,0.46,23,2024-02-18 15:30:00,2024-02-18 15:53:00,2024-02-18 15:30:00,2024-02-18 15:53:00,0,none
oven_149,young_couple,oven,1.76,44,2024-02-18 19:00:00,2024-02-18 19:44:00,2024-02-18 19:00:00,2024-02-18 19:44:00,0,none
ev_charger_level2_150,young_couple,ev_charger_level2,21.0,175,2024-02-18 21:20:00,2024-02-19 00:15:00,2024-02-18 21:20:00,2024-02-19 08:15:00,480,medium
oven_151,young_couple,oven,2.0,50,2024-02-19 18:30:00,2024-02-19 19:20:00,2024-02-19 18:30:00,2024-02-19 19:20:00,0,none
electric_stove_152,young_couple,electric_stove,1.04,26,2024-02-19 19:00:00,2024-02-19 19:26:00,2024-02-19 19:00:00,2024-02-19 19:26:00,0,none
ev_charger_level2_153,young_couple,ev_charger_level2,25.08,209,2024-02-21 03:40:00,2024-02-21 07:09:00,2024-02-21 03:40:00,2024-02-21 15:09:00,480,medium
electric_stove_154,young_couple,electric_stove,0.88,22,2024-02-22 18:40:00,2024-02-22 19:02:00,2024-02-22 18:40:00,2024-02-22 19:02:00,0,none
dishwasher_155,young_couple,dishwasher,2.16,108,2024-02-22 21:40:00,2024-02-22 23:28:00,2024-02-22 21:40:00,2024-02-23 11:28:00,720,low
oven_156,young_couple,oven,1.88,47,2024-02-23 18:20:00,2024-02-23 19:07:00,2024-02-23 18:20:00,2024-02-23 19:07:00,0,none
electric_stove_157,young_couple,electric_stove,1.0,25,2024-02-23 19:20:00,2024-02-23 19:45:00,2024-02-23 19:20:00,2024-02-23 19:45:00,0,none
ev_charger_level2_158,young_couple,ev_charger_level2,20.64,172,2024-02-23 21:10:00,2024-02-24 00:02:00,2024-02-23 21:10:00,2024-02-24 08:02:00,480,medium
washing_machine_159,young_couple,washing_machine,0.425,51,2024-02-23 21:30:00,2024-02-23 22:21:00,2024-02-23 21:30:00,2024-02-24 04:21:00,360,low
dryer_160,young_couple,dryer,2.25,45,2024-02-23 23:10:00,2024-02-23 23:55:00,2024-02-23 23:10:00,2024-02-24 05:55:00,360,low
washing_machine_161,young_couple,washing_machine,0.4833,58,2024-02-24 18:00:00,2024-02-24 18:58:00,2024-02-24 18:00:00,2024-02-25 00:58:00,360,low
electric_stove_162,young_couple,electric_stove,1.0,25,2024-02-24 18:30:00,2024-02-24 18:55:00,2024-02-24 18:30:00,2024-02-24 18:55:00,0,none
dryer_163,young_couple,dryer,2.7,54,2024-02-24 19:50:00,2024-02-24 20:44:00,2024-02-24 19:50:00,2024-02-25 02:44:00,360,low
dishwasher_164,young_couple,dishwasher,2.1,105,2024-02-24 21:10:00,2024-02-24 22:55:00,2024-02-24 21:10:00,2024-02-25 10:55:00,720,low
ev_charger_level2_165,young_couple,ev_charger_level2,18.96,158,2024-02-24 21:10:00,2024-02-24 23:48:00,2024-02-24 21:10:00,2024-02-25 07:48:00,480,medium
vacuum_cleaner_166,young_couple,vacuum_cleaner,0.48,24,2024-02-25 13:10:00,2024-02-25 13:34:00,2024-02-25 13:10:00,2024-02-25 13:34:00,0,none
oven_167,young_couple,oven,1.84,46,2024-02-25 19:30:00,2024-02-25 20:16:00,2024-02-25 19:30:00,2024-02-25 20:16:00,0,none
electric_stove_168,young_couple,electric_stove,1.04,26,2024-02-25 19:50:00,2024-02-25 20:16:00,2024-02-25 19:50:00,2024-02-25 20:16:00,0,none
dishwasher_169,young_couple,dishwasher,1.74,87,2024-02-25 20:50:00,2024-02-25 22:17:00,2024-02-25 20:50:00,2024-02-26 10:17:00,720,low
