Electricity.Timestep,Time,NonShiftable_Total_kWh,HardShiftable_Total_kWh,Total_Load_kWh
10500,1/8/2016 07:00,0.4625295983253459,0.0029965323803686,0.4655261307057145
10560,1/8/2016 08:00,0.19817923758651632,0.0029455434028346,0.2011247809893509
10620,1/8/2016 09:00,0.2599508865060391,0.0029757078577579,0.262926594363797
10680,1/8/2016 10:00,0.3079036617960436,0.003017623611358,0.3109212854074016
10740,1/8/2016 11:00,0.2419945849577558,0.0030131330326224,0.2450077179903782
10800,1/8/2016 12:00,0.2976363521368364,0.0030395480517702,0.3006759001886066
10860,1/8/2016 13:00,0.18995000459901537,0.0030787187748584,0.19302872337387378
10920,1/8/2016 14:00,0.3585135717521908,0.0029861051757668,0.3614996769279576
10980,1/8/2016 15:00,0.41971506587979784,0.0029824919957018,0.4226975578754996
11040,1/8/2016 16:00,0.44343176172971616,0.0030304294497176,0.44646219117943375
11100,1/8/2016 17:00,0.3391524599726557,0.002997219300466,0.3421496792731217
11160,1/8/2016 18:00,0.20962510425170405,0.0030136073134496,0.21263871156515365
11220,1/8/2016 19:00,1.0080209145787689,0.0029933083881398,1.0110142229669086
11280,1/8/2016 20:00,0.21719105917336548,0.0029887522222628,0.22017981139562828
11340,1/8/2016 21:00,0.16608580523391026,0.0030213851976533,0.16910719043156355
11400,1/8/2016 22:00,0.17691003211264109,0.0030368866993789,0.17994691881202
11460,1/8/2016 23:00,0.13334885277929293,0.0029211587627555,0.13627001154204843
11520,1/9/2016 00:00,0.12882070023137307,0.0030171581506515,0.13183785838202458
11580,1/9/2016 01:00,0.14705254452282074,0.0029775761175042,0.15003012064032495
11640,1/9/2016 02:00,0.091242808511873,0.0030987590797517,0.0943415675916247
11700,1/9/2016 03:00,0.09483379054313759,0.0029808450653038,0.09781463560844139
11760,1/9/2016 04:00,0.0938555010928231,0.0030380832673065,0.0968935843601296
11820,1/9/2016 05:00,0.14513486146033408,0.002979782564919,0.14811464402525307
11880,1/9/2016 06:00,0.6966087469433948,0.0029785110084684,0.6995872579518632
11940,1/9/2016 07:00,0.49378268470503667,0.0029355894484657,0.4967182741535024
12000,1/9/2016 08:00,0.5925682203114359,0.0035186287227994,0.5960868490342353
12060,1/9/2016 09:00,0.15997363550732369,1.410434802690538,1.5704084381978616
12120,1/9/2016 10:00,0.20766713045083846,0.030503793854570898,0.23817092430540934
12180,1/9/2016 11:00,0.49342333154222073,0.17346465977255102,0.6668879913147717
12240,1/9/2016 12:00,0.9316140960330267,0.0062277731344833,0.93784186916751
12300,1/9/2016 13:00,0.13882624392131002,0.0030140469737958,0.1418402908951058
12360,1/9/2016 14:00,0.1598190886917068,0.0030226139028575,0.1628417025945643
12420,1/9/2016 15:00,0.34559192726979604,0.0246400465619377,0.37023197383173373
12480,1/9/2016 16:00,0.47319142918309415,0.0296439713793627,0.5028354005624569
12540,1/9/2016 17:00,0.4519897097390605,0.0301546379122734,0.4821443476513339
12600,1/9/2016 18:00,0.1687106246084022,0.0153643125217447,0.1840749371301469
12660,1/9/2016 19:00,0.2761928765062755,0.0029910851854416,0.2791839616917171
12720,1/9/2016 20:00,0.2243984750189402,0.0030138573607631,0.2274123323797033
12780,1/9/2016 21:00,0.3652391412095245,0.0030850801928485,0.368324221402373
12840,1/9/2016 22:00,0.19839832066307567,0.0030381027905577,0.20143642345363336
12900,1/9/2016 23:00,0.0929570669694503,0.0029724229320885,0.09592948990153881
12960,1/10/2016 00:00,0.09452816243198299,0.0030380703450278,0.09756623277701079
13020,1/10/2016 01:00,0.0931260698861935,0.0030188923857829,0.0961449622719764
13080,1/10/2016 02:00,0.094959157320796,0.0029317002588163,0.0978908575796123
13140,1/10/2016 03:00,0.18339904174424757,0.0029899982238924,0.18638903996813996
13200,1/10/2016 04:00,0.093530637593833,0.0029126642677212,0.0964433018615542
13260,1/10/2016 05:00,0.095614649283332,0.0029620175055087,0.09857666678884071
13320,1/10/2016 06:00,0.6770217040680095,0.0029961858771142,0.6800178899451238
13380,1/10/2016 07:00,0.5085713514263508,0.0030314744673892,0.51160282589374
13440,1/10/2016 08:00,1.1467956254062897,0.0030210405342834,1.149816665940573
13500,1/10/2016 09:00,0.2399869773968022,0.9187228805347569,1.1587098579315591
13560,1/10/2016 10:00,0.26949229303647393,0.2454936148316575,0.5149859078681314
13620,1/10/2016 11:00,1.2534607401352507,0.0738507129472305,1.3273114530824812
13680,1/10/2016 12:00,0.28026184690968164,0.0030143039460074,0.283276150855689
13740,1/10/2016 13:00,0.1709474529272413,0.0030015738917749,0.17394902681901622
13800,1/10/2016 14:00,0.11093613689315339,1.4583684095746647,1.5693045464678181
13860,1/10/2016 15:00,0.14083299492837056,0.8566025347981562,0.9974355297265267
13920,1/10/2016 16:00,1.9329057435405297,0.094680363131369,2.0275861066718988
13980,1/10/2016 17:00,0.7030563902166097,0.0029730333624134,0.7060294235790231
14040,1/10/2016 18:00,0.18359830365155233,0.0030541311636892,0.18665243481524152
14100,1/10/2016 19:00,0.09338255295441511,0.0029937334532855,0.09637628640770061
14160,1/10/2016 20:00,0.3400795738481099,0.0029709919353468,0.34305056578345666
14220,1/10/2016 21:00,0.21722811150295684,0.0030516943255222,0.22027980582847906
14280,1/10/2016 22:00,0.2957171284443759,0.0030997810260964,0.29881690947047235
14340,1/10/2016 23:00,0.1864467016719106,0.0030481019869881,0.1894948036588987
14400,1/11/2016 00:00,0.1311477740991446,0.0029621006825334,0.13410987478167802
14460,1/11/2016 01:00,0.09459190826991239,0.002983913838444,0.09757582210835639
14520,1/11/2016 02:00,0.0916608201383622,0.0029811456946071,0.0946419658329693
14580,1/11/2016 03:00,0.0937124269939522,0.0030372486487937,0.0967496756427459
14640,1/11/2016 04:00,0.09323251795330263,0.0030097965894652,0.09624231454276783
14700,1/11/2016 05:00,0.19676750436818277,0.0030577648260973,0.19982526919428006
14760,1/11/2016 06:00,0.26359021546905537,0.3544430913983387,0.618033306867394
14820,1/11/2016 07:00,0.5079757302254021,0.0030121517984723,0.5109878820238744
14880,1/11/2016 08:00,0.0944451630835726,0.0029824634091341,0.09742762649270671
14940,1/11/2016 09:00,0.0966254395901022,0.003072078690599,0.0996975182807012
15000,1/11/2016 10:00,0.1695112812758952,0.0030490827649241,0.17256036404081931
15060,1/11/2016 11:00,0.1163305796193058,0.0029702502790412,0.119300829898347
15120,1/11/2016 12:00,0.095322348423254,0.002995186856069,0.098317535279323
15180,1/11/2016 13:00,0.09270198446017422,0.002951881739228,0.09565386619940222
15240,1/11/2016 14:00,0.09521914835722838,0.0029610138809933,0.09818016223822168
15300,1/11/2016 15:00,0.1367837157870865,0.0030690499736753,0.1398527657607618
15360,1/11/2016 16:00,0.32830899565419847,0.0029006265494913,0.33120962220368977
15420,1/11/2016 17:00,0.3254999270765297,1.0140651547764703,1.339565081853
15480,1/11/2016 18:00,0.5428626087140738,1.2037052391145042,1.746567847828578
15540,1/11/2016 19:00,0.16812254195177487,0.31532742987752826,0.48344997182930316
15600,1/11/2016 20:00,0.5316599470649875,0.0078057071341144,0.539465654199102
15660,1/11/2016 21:00,0.1487116608987642,0.0030174601067887,0.15172912100555289
15720,1/11/2016 22:00,0.3226556526820342,0.0030011957425915,0.3256568484246257
15780,1/11/2016 23:00,0.35823611304099884,0.0029981369479822,0.361234249988981
15840,1/12/2016 00:00,0.3045929392672751,0.0030433705979886,0.3076363098652637
15900,1/12/2016 01:00,0.16873604550542398,0.0030260999356738,0.17176214544109777
15960,1/12/2016 02:00,0.10453639793520578,0.0030243069844281,0.10756070491963388
16020,1/12/2016 03:00,0.093257556436343,0.0030034611489878,0.09626101758533079
16080,1/12/2016 04:00,0.094243504037735,0.0029694754081143,0.0972129794458493
16140,1/12/2016 05:00,0.10184877680803,0.0030418624668331,0.10489063927486311
16200,1/12/2016 06:00,0.17911986746741385,0.0030331786805811,0.18215304614799493
16260,1/12/2016 07:00,0.8673235012388554,0.0029977746091174,0.8703212758479728
16320,1/12/2016 08:00,0.108455112591579,0.0030214988098695,0.1114766114014485
16380,1/12/2016 09:00,0.09437012924149732,0.0029163608725543,0.09728649011405162
16440,1/12/2016 10:00,0.12086799777779741,0.0029547017611335,0.12382269953893091
16500,1/12/2016 11:00,0.16610692153622403,0.003045841173751,0.16915276270997504
16560,1/12/2016 12:00,0.09422239781560732,0.003022806927633,0.09724520474324032
16620,1/12/2016 13:00,0.09535407636964509,0.0030162432879245,0.0983703196575696
16680,1/12/2016 14:00,0.09382505665160919,0.003022134989325,0.0968471916409342
16740,1/12/2016 15:00,0.09537324835644392,0.0030350299158101,0.09840827827225403
16800,1/12/2016 16:00,0.16190296410041624,0.0029904352586497,0.16489339935906594
16860,1/12/2016 17:00,0.48913233836641823,0.0874296961419911,0.5765620345084094
16920,1/12/2016 18:00,0.780704449195189,0.0201700994348763,0.8008745486300652
16980,1/12/2016 19:00,0.4938613909806765,0.8638007105099514,1.3576621014906278
17040,1/12/2016 20:00,0.5029168773570006,0.1540426274628816,0.6569595048198822
17100,1/12/2016 21:00,0.4698843697080616,0.0080382700123254,0.47792263972038695
17160,1/12/2016 22:00,0.12153941599950951,0.0029769007265081,0.12451631672601761
17220,1/12/2016 23:00,0.09557642256541882,0.0029988784273566,0.09857530099277542
17280,1/13/2016 00:00,0.09722299018443412,0.0029706202940147,0.10019361047844881
17340,1/13/2016 01:00,0.109659307081128,0.0030176931700325,0.11267700025116051
17400,1/13/2016 02:00,0.17080817539805407,0.0029607523058927,0.17376892770394678
17460,1/13/2016 03:00,0.0932779638663147,0.0030117022490909,0.09628966611540561
17520,1/13/2016 04:00,0.0958238321297032,0.0030025762054272,0.0988264083351304
17580,1/13/2016 05:00,0.1252888110041227,0.003002246011228,0.1282910570153507
17640,1/13/2016 06:00,0.1658065622405918,0.0030417216363073,0.1688482838768991
17700,1/13/2016 07:00,0.8343968939131144,0.0029755145430773,0.8373724084561918
17760,1/13/2016 08:00,0.8465806917736767,0.0030601219792308,0.8496408137529075
17820,1/13/2016 09:00,0.1074065043394468,0.003031018572651,0.11043752291209781
17880,1/13/2016 10:00,0.09890456179186669,0.0029781539218736,0.10188271571374029
17940,1/13/2016 11:00,0.08983976215415879,0.0030361139164035,0.09287587607056229
18000,1/13/2016 12:00,0.10606129654480101,0.00297875307889,0.10904004962369102
18060,1/13/2016 13:00,0.1749538707043966,0.002995380304833,0.17794925100922962
18120,1/13/2016 14:00,0.0940663910233766,0.0030265241771207,0.0970929152004973
18180,1/13/2016 15:00,0.09488499647598389,0.0029732315385641,0.097858228014548
18240,1/13/2016 16:00,0.09597627991338192,0.0030556228060882,0.09903190271947013
18300,1/13/2016 17:00,0.11719710266386918,0.0029728950781229,0.12016999774199208
18360,1/13/2016 18:00,0.1725207537548892,0.5009957877849894,0.6735165415398786
18420,1/13/2016 19:00,0.6779833742918424,0.1079648663941801,0.7859482406860225
18480,1/13/2016 20:00,0.2058927550126936,0.0029391528023802,0.2088319078150738
18540,1/13/2016 21:00,0.28327727970577354,0.0030182246987941,0.28629550440456764
18600,1/13/2016 22:00,0.20721753424986894,0.0029662755187983,0.21018380976866724
18660,1/13/2016 23:00,0.13390233550911423,0.00296776803092,0.13687010354003423
18720,1/14/2016 00:00,0.1433724945311115,0.0030569911020507,0.14642948563316222
18780,1/14/2016 01:00,0.09335340707759279,0.0030543166778502,0.09640772375544299
18840,1/14/2016 02:00,0.0916615782446521,0.0029564506472043,0.0946180288918564
18900,1/14/2016 03:00,0.1011337506318674,0.0029737438393775,0.1041074944712449
18960,1/14/2016 04:00,0.12898772944961961,0.0029600320268377,0.13194776147645731
19020,1/14/2016 05:00,0.2015247692951945,0.003042294359465,0.2045670636546595
19080,1/14/2016 06:00,1.1713875539056215,0.0030396093197917,1.1744271632254133
19140,1/14/2016 07:00,0.883842839850722,0.0029578748047121,0.8868007146554341
19200,1/14/2016 08:00,0.4580119108101793,0.0030192005247269,0.46103111133490615
19260,1/14/2016 09:00,0.25953027838937287,0.00305338812464,0.2625836665140129
19320,1/14/2016 10:00,0.15500298264063953,0.0029606881371751,0.15796367077781462
19380,1/14/2016 11:00,0.0931376047597557,0.0029496918573661,0.0960872966171218
19440,1/14/2016 12:00,0.09430320904894539,0.0030202739320889,0.09732348298103428
19500,1/14/2016 13:00,0.0969999655597331,0.0029638552122611,0.0999638207719942
19560,1/14/2016 14:00,0.16474846863050763,0.0030186223168702,0.16776709094737782
19620,1/14/2016 15:00,0.11235822679496961,0.0029986941794015,0.11535692097437111
19680,1/14/2016 16:00,0.0929352060347153,0.0029606866020564,0.0958958926367717
19740,1/14/2016 17:00,0.0955789050357698,0.0030487358733545,0.09862764090912429
19800,1/14/2016 18:00,0.098517286731623,1.2366700541167894,1.3351873408484125
19860,1/14/2016 19:00,0.3051472935468884,1.306410868576917,1.6115581621238053
19920,1/14/2016 20:00,0.19113539827908194,0.3144054763177651,0.505540874596847
19980,1/14/2016 21:00,0.3646483438614674,0.0064967742587694,0.37114511812023676
20040,1/14/2016 22:00,2.633785331302702,0.0030086936646669,2.636794024967369
20100,1/14/2016 23:00,0.5000735525220785,0.0029574367042355,0.5030309892263141
20160,1/15/2016 00:00,0.10560024123277328,0.0030081065081146,0.10860834774088789
20220,1/15/2016 01:00,0.171936502931025,0.0030334367587964,0.17496993968982139
20280,1/15/2016 02:00,0.0872511177612965,0.0030141786365187,0.0902652963978152
20340,1/15/2016 03:00,0.0925749902391919,0.0030159089355327,0.0955908991747246
20400,1/15/2016 04:00,0.0959520791026271,0.002996208945653,0.0989482880482801
