Latitude (decimal degrees):	45.045
Longitude (decimal degrees):	7.636
Elevation (m):	262
Radiation database:	PVGIS-SARAH3


Slope: 41 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	31.8
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180101:0010,0.0,0.0,0.0,0.0,0.0,2.55,0.14,0.0
20180101:0110,0.0,0.0,0.0,0.0,0.0,2.34,0.28,0.0
20180101:0210,0.0,0.0,0.0,0.0,0.0,2.31,0.07,0.0
20180101:0310,0.0,0.0,0.0,0.0,0.0,2.29,0.34,0.0
20180101:0410,0.0,0.0,0.0,0.0,0.0,2.35,0.48,0.0
20180101:0510,0.0,0.0,0.0,0.0,0.0,2.26,0.69,0.0
20180101:0610,0.0,0.0,0.0,0.0,0.0,2.55,0.62,0.0
20180101:0710,0.0,0.0,0.0,0.0,0.0,2.82,0.07,0.0
20180101:0810,2677.8,49.31,59.97,1.64,7.84,2.52,0.28,0.0
20180101:0910,3757.93,40.1,105.9,3.03,14.62,3.45,0.48,0.0
20180101:1010,5254.94,52.7,145.74,4.22,19.41,5.07,0.55,0.0
20180101:1110,18529.62,511.58,185.66,8.13,21.76,6.89,0.62,0.0
20180101:1210,12827.95,271.26,203.87,6.74,21.4,8.5,0.83,0.0
20180101:1310,4311.33,38.24,130.65,3.76,18.39,9.57,1.03,0.0
20180101:1410,8206.74,182.67,125.14,3.81,13.05,9.62,0.9,0.0
20180101:1510,5243.2,147.34,57.99,1.54,5.84,8.71,0.97,0.0
20180101:1610,0.0,0.0,0.0,0.0,0.0,7.71,0.48,0.0
20180101:1710,0.0,0.0,0.0,0.0,0.0,6.19,0.07,0.0
20180101:1810,0.0,0.0,0.0,0.0,0.0,4.0,1.03,0.0
20180101:1910,0.0,0.0,0.0,0.0,0.0,4.13,0.76,0.0
20180101:2010,0.0,0.0,0.0,0.0,0.0,3.19,0.34,0.0
20180101:2110,0.0,0.0,0.0,0.0,0.0,2.71,0.41,0.0
20180101:2210,0.0,0.0,0.0,0.0,0.0,2.05,0.76,0.0
20180101:2310,0.0,0.0,0.0,0.0,0.0,1.61,0.83,0.0
20180102:0010,0.0,0.0,0.0,0.0,0.0,0.85,1.03,0.0
20180102:0110,0.0,0.0,0.0,0.0,0.0,1.33,0.83,0.0
20180102:0210,0.0,0.0,0.0,0.0,0.0,-0.4,1.31,0.0
20180102:0310,0.0,0.0,0.0,0.0,0.0,-2.33,2.21,0.0
20180102:0410,0.0,0.0,0.0,0.0,0.0,-2.04,2.48,0.0
20180102:0510,0.0,0.0,0.0,0.0,0.0,-1.91,2.55,0.0
20180102:0610,0.0,0.0,0.0,0.0,0.0,-1.83,2.69,0.0
20180102:0710,0.0,0.0,0.0,0.0,0.0,-1.29,2.62,0.0
20180102:0810,11447.78,335.76,71.6,2.76,7.86,-0.6,2.48,0.0
20180102:0910,18199.42,565.42,92.07,5.93,14.65,2.82,2.07,0.0
20180102:1010,20977.86,663.21,119.36,8.03,19.46,7.09,1.93,0.0
20180102:1110,22340.89,712.78,131.93,9.08,21.83,9.22,2.21,0.0
20180102:1210,22214.52,715.44,124.1,8.96,21.5,9.84,2.41,0.0
20180102:1310,19243.99,604.23,124.52,7.47,18.51,10.45,1.59,0.0
20180102:1410,14902.82,458.08,101.42,5.03,13.17,9.44,0.9,0.0
20180102:1510,8793.16,284.58,53.05,1.95,5.97,9.8,0.55,0.0
20180102:1610,0.0,0.0,0.0,0.0,0.0,9.08,0.83,0.0
20180102:1710,0.0,0.0,0.0,0.0,0.0,7.9,1.17,0.0
20180102:1810,0.0,0.0,0.0,0.0,0.0,6.33,1.38,0.0
20180102:1910,0.0,0.0,0.0,0.0,0.0,7.34,1.1,0.0
20180102:2010,0.0,0.0,0.0,0.0,0.0,6.45,1.03,0.0
20180102:2110,0.0,0.0,0.0,0.0,0.0,5.97,0.62,0.0
20180102:2210,0.0,0.0,0.0,0.0,0.0,5.67,0.9,0.0
20180102:2310,0.0,0.0,0.0,0.0,0.0,5.52,0.97,0.0
20180103:0010,0.0,0.0,0.0,0.0,0.0,5.1,0.76,0.0
20180103:0110,0.0,0.0,0.0,0.0,0.0,4.44,0.41,0.0
20180103:0210,0.0,0.0,0.0,0.0,0.0,3.53,0.62,0.0
20180103:0310,0.0,0.0,0.0,0.0,0.0,3.11,0.76,0.0
20180103:0410,0.0,0.0,0.0,0.0,0.0,2.98,0.55,0.0
20180103:0510,0.0,0.0,0.0,0.0,0.0,2.54,0.21,0.0
20180103:0610,0.0,0.0,0.0,0.0,0.0,1.62,0.28,0.0
20180103:0710,0.0,0.0,0.0,0.0,0.0,2.78,0.21,0.0
20180103:0810,1856.74,28.54,51.99,1.44,7.88,2.99,0.14,0.0
20180103:0910,7293.93,136.62,132.93,3.95,14.69,4.81,0.34,0.0
20180103:1010,1309.05,0.0,61.41,1.71,19.52,6.71,0.55,0.0
20180103:1110,3460.43,9.51,129.06,3.64,21.92,8.42,0.97,0.0
20180103:1210,2058.67,0.0,89.48,2.49,21.61,9.59,1.17,0.0
20180103:1310,5089.21,55.6,140.21,4.08,18.63,9.82,1.79,0.0
20180103:1410,4754.88,76.79,106.91,3.1,13.3,8.93,1.86,0.0
20180103:1510,959.17,14.21,34.49,0.95,6.1,7.3,2.14,0.0
20180103:1610,0.0,0.0,0.0,0.0,0.0,5.69,2.14,0.0
20180103:1710,0.0,0.0,0.0,0.0,0.0,4.44,1.79,0.0
20180103:1810,0.0,0.0,0.0,0.0,0.0,3.62,1.72,0.0
20180103:1910,0.0,0.0,0.0,0.0,0.0,6.05,1.17,0.0
20180103:2010,0.0,0.0,0.0,0.0,0.0,5.77,0.76,0.0
20180103:2110,0.0,0.0,0.0,0.0,0.0,5.12,0.69,0.0
20180103:2210,0.0,0.0,0.0,0.0,0.0,4.88,0.48,0.0
20180103:2310,0.0,0.0,0.0,0.0,0.0,4.45,0.41,0.0
20180104:0010,0.0,0.0,0.0,0.0,0.0,3.87,0.34,0.0
20180104:0110,0.0,0.0,0.0,0.0,0.0,3.36,0.34,0.0
20180104:0210,0.0,0.0,0.0,0.0,0.0,3.37,0.34,0.0
20180104:0310,0.0,0.0,0.0,0.0,0.0,2.92,0.48,0.0
20180104:0410,0.0,0.0,0.0,0.0,0.0,3.01,0.07,0.0
20180104:0510,0.0,0.0,0.0,0.0,0.0,2.83,0.14,0.0
20180104:0610,0.0,0.0,0.0,0.0,0.0,2.74,0.41,0.0
20180104:0710,0.0,0.0,0.0,0.0,0.0,2.65,0.14,0.0
20180104:0810,9423.4,271.81,75.16,2.54,7.91,3.16,0.41,0.0
20180104:0910,16734.16,524.63,93.92,5.69,14.74,4.28,0.48,0.0
20180104:1010,19917.09,634.18,116.21,7.79,19.59,6.11,0.69,0.0
20180104:1110,22206.27,743.78,104.55,9.06,22.01,6.8,0.83,0.0
20180104:1210,20601.62,636.68,139.06,8.52,21.72,7.27,1.24,0.0
20180104:1310,18916.33,591.15,116.77,7.32,18.75,7.61,1.24,0.0
20180104:1410,12993.69,366.47,113.6,4.66,13.44,7.74,1.1,0.0
20180104:1510,2274.57,51.12,46.43,1.24,6.24,7.14,1.03,0.0
20180104:1610,0.0,0.0,0.0,0.0,0.0,5.71,1.17,0.0
20180104:1710,0.0,0.0,0.0,0.0,0.0,4.64,1.03,0.0
20180104:1810,0.0,0.0,0.0,0.0,0.0,4.65,0.69,0.0
20180104:1910,0.0,0.0,0.0,0.0,0.0,5.97,0.97,0.0
20180104:2010,0.0,0.0,0.0,0.0,0.0,5.64,0.62,0.0
20180104:2110,0.0,0.0,0.0,0.0,0.0,5.23,0.83,0.0
20180104:2210,0.0,0.0,0.0,0.0,0.0,5.2,0.69,0.0
20180104:2310,0.0,0.0,0.0,0.0,0.0,5.19,0.34,0.0
20180105:0010,0.0,0.0,0.0,0.0,0.0,5.0,0.34,0.0
20180105:0110,0.0,0.0,0.0,0.0,0.0,4.71,0.34,0.0
20180105:0210,0.0,0.0,0.0,0.0,0.0,4.41,0.34,0.0
20180105:0310,0.0,0.0,0.0,0.0,0.0,4.05,0.21,0.0
20180105:0410,0.0,0.0,0.0,0.0,0.0,3.66,0.28,0.0
20180105:0510,0.0,0.0,0.0,0.0,0.0,3.09,0.76,0.0
20180105:0610,0.0,0.0,0.0,0.0,0.0,2.58,0.62,0.0
20180105:0710,0.0,0.0,0.0,0.0,0.0,3.09,0.34,0.0
20180105:0810,1019.18,8.07,41.93,1.17,7.94,3.17,0.55,0.0
20180105:0910,7648.26,146.87,133.88,4.03,14.8,3.91,0.41,0.0
20180105:1010,2224.09,0.0,93.87,2.61,19.67,5.22,0.48,0.0
20180105:1110,11211.56,207.71,201.82,6.42,22.11,6.08,0.9,0.0
20180105:1210,1600.2,0.0,71.93,2.0,21.84,6.48,1.17,0.0
20180105:1310,913.45,0.0,46.49,1.29,18.89,6.57,1.45,0.0
20180105:1410,666.12,0.0,36.84,1.03,13.58,6.36,1.52,0.0
20180105:1510,389.57,0.0,25.44,0.71,6.39,5.84,1.24,0.0
20180105:1610,0.0,0.0,0.0,0.0,0.0,5.3,1.1,0.0
20180105:1710,0.0,0.0,0.0,0.0,0.0,4.77,0.9,0.0
20180105:1810,0.0,0.0,0.0,0.0,0.0,4.91,0.62,0.0
20180105:1910,0.0,0.0,0.0,0.0,0.0,3.96,0.97,0.0
20180105:2010,0.0,0.0,0.0,0.0,0.0,3.97,0.9,0.0
20180105:2110,0.0,0.0,0.0,0.0,0.0,4.17,0.83,0.0
20180105:2210,0.0,0.0,0.0,0.0,0.0,4.65,0.62,0.0
20180105:2310,0.0,0.0,0.0,0.0,0.0,4.9,0.34,0.0
20180106:0010,0.0,0.0,0.0,0.0,0.0,4.79,0.14,0.0
20180106:0110,0.0,0.0,0.0,0.0,0.0,4.7,0.07,0.0
20180106:0210,0.0,0.0,0.0,0.0,0.0,4.76,0.21,0.0
20180106:0310,0.0,0.0,0.0,0.0,0.0,4.87,0.34,0.0
20180106:0410,0.0,0.0,0.0,0.0,0.0,4.98,0.41,0.0
20180106:0510,0.0,0.0,0.0,0.0,0.0,5.15,0.41,0.0
20180106:0610,0.0,0.0,0.0,0.0,0.0,5.22,0.34,0.0
20180106:0710,0.0,0.0,0.0,0.0,0.0,4.12,0.69,0.0
20180106:0810,583.25,0.0,33.34,0.93,7.98,4.61,0.41,0.0
20180106:0910,896.62,0.0,45.62,1.27,14.86,4.91,0.21,0.0
20180106:1010,1510.03,0.0,68.43,1.9,19.76,5.24,0.07,0.0
20180106:1110,2823.84,2.35,112.69,3.15,22.22,5.41,0.21,0.0
20180106:1210,803.28,0.0,42.11,1.17,21.97,5.44,0.28,0.0
20180106:1310,825.18,0.0,42.99,1.2,19.03,5.62,0.21,0.0
20180106:1410,689.29,0.0,37.72,1.05,13.73,5.81,0.07,0.0
20180106:1510,1319.53,22.36,39.79,1.1,6.54,5.86,0.0,0.0
20180106:1610,0.0,0.0,0.0,0.0,0.0,5.9,0.28,0.0
20180106:1710,0.0,0.0,0.0,0.0,0.0,5.94,0.48,0.0
20180106:1810,0.0,0.0,0.0,0.0,0.0,5.8,0.62,0.0
20180106:1910,0.0,0.0,0.0,0.0,0.0,5.59,0.41,0.0
20180106:2010,0.0,0.0,0.0,0.0,0.0,5.77,0.48,0.0
20180106:2110,0.0,0.0,0.0,0.0,0.0,5.88,0.62,0.0
20180106:2210,0.0,0.0,0.0,0.0,0.0,6.14,0.41,0.0
20180106:2310,0.0,0.0,0.0,0.0,0.0,6.18,0.55,0.0
20180107:0010,0.0,0.0,0.0,0.0,0.0,5.64,0.69,0.0
20180107:0110,0.0,0.0,0.0,0.0,0.0,6.07,0.48,0.0
20180107:0210,0.0,0.0,0.0,0.0,0.0,6.11,0.41,0.0
20180107:0310,0.0,0.0,0.0,0.0,0.0,6.06,0.62,0.0
20180107:0410,0.0,0.0,0.0,0.0,0.0,5.32,0.83,0.0
20180107:0510,0.0,0.0,0.0,0.0,0.0,4.96,1.03,0.0
20180107:0610,0.0,0.0,0.0,0.0,0.0,4.9,1.1,0.0
20180107:0710,0.0,0.0,0.0,0.0,0.0,5.18,1.03,0.0
20180107:0810,195.58,0.0,16.67,0.46,8.03,5.39,0.97,0.0
20180107:0910,368.94,0.0,24.56,0.68,14.93,5.92,0.9,0.0
20180107:1010,1529.4,0.0,69.3,1.93,19.85,6.32,1.31,0.0
20180107:1110,1003.62,0.0,50.0,1.39,22.34,7.0,1.59,0.0
20180107:1210,1865.31,0.0,81.58,2.27,22.1,7.0,1.72,0.0
20180107:1310,978.85,0.0,49.13,1.37,19.17,7.38,1.79,0.0
20180107:1410,554.36,0.0,32.46,0.9,13.88,7.2,1.59,0.0
20180107:1510,448.63,0.0,28.07,0.78,6.7,7.17,1.59,0.0
20180107:1610,0.0,0.0,0.0,0.0,0.0,7.05,1.72,0.0
20180107:1710,0.0,0.0,0.0,0.0,0.0,6.99,1.72,0.0
20180107:1810,0.0,0.0,0.0,0.0,0.0,6.93,1.79,0.0
20180107:1910,0.0,0.0,0.0,0.0,0.0,6.77,1.79,0.0
20180107:2010,0.0,0.0,0.0,0.0,0.0,6.82,2.0,0.0
20180107:2110,0.0,0.0,0.0,0.0,0.0,6.82,2.0,0.0
20180107:2210,0.0,0.0,0.0,0.0,0.0,6.84,2.0,0.0
20180107:2310,0.0,0.0,0.0,0.0,0.0,6.89,2.07,0.0
20180108:0010,0.0,0.0,0.0,0.0,0.0,6.97,2.28,0.0
20180108:0110,0.0,0.0,0.0,0.0,0.0,7.07,2.34,0.0
20180108:0210,0.0,0.0,0.0,0.0,0.0,7.21,2.41,0.0
20180108:0310,0.0,0.0,0.0,0.0,0.0,7.37,2.41,0.0
20180108:0410,0.0,0.0,0.0,0.0,0.0,7.51,2.41,0.0
20180108:0510,0.0,0.0,0.0,0.0,0.0,7.59,2.41,0.0
20180108:0610,0.0,0.0,0.0,0.0,0.0,7.68,2.41,0.0
20180108:0710,0.0,0.0,0.0,0.0,0.0,7.28,2.14,0.0
20180108:0810,756.6,3.95,36.64,1.03,8.09,7.38,2.62,0.0
20180108:0910,366.08,0.0,24.56,0.68,15.0,7.55,2.76,0.0
20180108:1010,386.08,0.0,25.44,0.71,19.95,7.67,2.55,0.0
20180108:1110,1116.33,0.0,54.39,1.51,22.46,7.82,2.41,0.0
20180108:1210,595.63,0.0,34.21,0.95,22.24,7.97,2.48,0.0
20180108:1310,704.53,0.0,38.6,1.07,19.33,8.11,2.48,0.0
20180108:1410,660.72,0.0,36.84,1.03,14.04,8.11,2.62,0.0
20180108:1510,192.72,0.0,16.67,0.46,6.86,8.0,2.69,0.0
20180108:1610,0.0,0.0,0.0,0.0,0.0,7.84,2.9,0.0
20180108:1710,0.0,0.0,0.0,0.0,0.0,7.87,3.38,0.0
20180108:1810,0.0,0.0,0.0,0.0,0.0,7.98,3.86,0.0
20180108:1910,0.0,0.0,0.0,0.0,0.0,8.42,4.76,0.0
20180108:2010,0.0,0.0,0.0,0.0,0.0,8.5,5.38,0.0
20180108:2110,0.0,0.0,0.0,0.0,0.0,8.54,5.72,0.0
20180108:2210,0.0,0.0,0.0,0.0,0.0,8.67,4.97,0.0
20180108:2310,0.0,0.0,0.0,0.0,0.0,8.63,3.59,0.0
20180109:0010,0.0,0.0,0.0,0.0,0.0,8.6,2.83,0.0
20180109:0110,0.0,0.0,0.0,0.0,0.0,8.28,1.72,0.0
20180109:0210,0.0,0.0,0.0,0.0,0.0,8.1,1.31,0.0
20180109:0310,0.0,0.0,0.0,0.0,0.0,7.81,1.1,0.0
20180109:0410,0.0,0.0,0.0,0.0,0.0,7.34,1.38,0.0
20180109:0510,0.0,0.0,0.0,0.0,0.0,7.24,1.86,0.0
20180109:0610,0.0,0.0,0.0,0.0,0.0,7.04,2.14,0.0
20180109:0710,0.0,0.0,0.0,0.0,0.0,7.06,2.34,0.0
20180109:0810,46.67,0.0,8.77,0.24,8.15,7.19,2.0,0.0
20180109:0910,575.31,0.0,33.34,0.93,15.09,7.37,1.38,0.0
20180109:1010,6923.09,95.02,163.9,4.88,20.06,7.92,0.9,0.0
20180109:1110,6665.28,74.3,176.23,5.2,22.59,8.22,0.69,0.0
20180109:1210,881.38,0.0,45.62,1.27,22.39,8.4,0.48,0.0
20180109:1310,1274.13,0.0,60.53,1.68,19.49,8.52,0.76,0.0
20180109:1410,1041.08,0.0,51.76,1.44,14.21,8.57,1.03,0.0
20180109:1510,1018.86,12.64,38.48,1.07,7.03,8.31,1.17,0.0
20180109:1610,0.0,0.0,0.0,0.0,0.0,7.67,1.24,0.0
20180109:1710,0.0,0.0,0.0,0.0,0.0,6.71,1.38,0.0
20180109:1810,0.0,0.0,0.0,0.0,0.0,5.79,1.17,0.0
20180109:1910,0.0,0.0,0.0,0.0,0.0,6.68,0.76,0.0
20180109:2010,0.0,0.0,0.0,0.0,0.0,6.59,0.83,0.0
20180109:2110,0.0,0.0,0.0,0.0,0.0,6.1,0.9,0.0
20180109:2210,0.0,0.0,0.0,0.0,0.0,5.63,0.9,0.0
20180109:2310,0.0,0.0,0.0,0.0,0.0,4.78,0.9,0.0
20180110:0010,0.0,0.0,0.0,0.0,0.0,4.45,0.76,0.0
20180110:0110,0.0,0.0,0.0,0.0,0.0,4.16,0.76,0.0
20180110:0210,0.0,0.0,0.0,0.0,0.0,4.28,0.69,0.0
20180110:0310,0.0,0.0,0.0,0.0,0.0,4.12,0.62,0.0
20180110:0410,0.0,0.0,0.0,0.0,0.0,3.88,0.69,0.0
20180110:0510,0.0,0.0,0.0,0.0,0.0,4.09,0.62,0.0
20180110:0610,0.0,0.0,0.0,0.0,0.0,3.98,0.62,0.0
20180110:0710,0.0,0.0,0.0,0.0,0.0,4.49,0.41,0.0
20180110:0810,1552.89,19.39,50.68,1.42,8.22,4.81,0.41,0.0
20180110:0910,7733.98,145.88,138.38,4.17,15.18,4.89,0.83,0.0
20180110:1010,6946.26,92.14,165.08,4.91,20.17,5.86,1.03,0.0
20180110:1110,13749.97,291.18,211.23,7.2,22.72,6.3,1.24,0.0
20180110:1210,14610.4,326.08,210.12,7.4,22.54,6.95,1.31,0.0
20180110:1310,5353.68,55.96,147.15,4.3,19.65,7.23,1.31,0.0
20180110:1410,4580.26,64.13,112.67,3.27,14.38,7.25,0.9,0.0
20180110:1510,2426.65,49.55,53.31,1.46,7.2,7.22,0.55,0.0
20180110:1610,0.0,0.0,0.0,0.0,0.0,6.74,0.21,0.0
20180110:1710,0.0,0.0,0.0,0.0,0.0,6.43,0.34,0.0
20180110:1810,0.0,0.0,0.0,0.0,0.0,6.25,0.34,0.0
20180110:1910,0.0,0.0,0.0,0.0,0.0,6.14,0.62,0.0
20180110:2010,0.0,0.0,0.0,0.0,0.0,5.87,0.76,0.0
20180110:2110,0.0,0.0,0.0,0.0,0.0,5.81,0.76,0.0
20180110:2210,0.0,0.0,0.0,0.0,0.0,6.15,0.48,0.0
20180110:2310,0.0,0.0,0.0,0.0,0.0,6.25,0.28,0.0
20180111:0010,0.0,0.0,0.0,0.0,0.0,6.2,0.14,0.0
20180111:0110,0.0,0.0,0.0,0.0,0.0,6.19,0.07,0.0
20180111:0210,0.0,0.0,0.0,0.0,0.0,6.16,0.07,0.0
20180111:0310,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0
20180111:0410,0.0,0.0,0.0,0.0,0.0,5.96,0.14,0.0
20180111:0510,0.0,0.0,0.0,0.0,0.0,5.86,0.48,0.0
20180111:0610,0.0,0.0,0.0,0.0,0.0,4.98,0.97,0.0
20180111:0710,0.0,0.0,0.0,0.0,0.0,3.49,1.24,0.0
20180111:0810,10879.14,330.2,67.99,2.86,8.29,3.47,1.17,0.0
20180111:0910,16963.07,533.41,94.22,5.96,15.28,5.17,0.76,0.0
20180111:1010,20586.38,677.86,106.17,8.27,20.29,6.89,0.55,0.0
20180111:1110,22332.95,758.92,108.3,9.52,22.87,7.75,0.41,0.0
20180111:1210,21525.23,715.5,121.57,9.28,22.71,8.35,0.28,0.0
20180111:1310,7239.95,106.38,165.78,4.98,19.83,8.63,0.21,0.0
20180111:1410,12250.1,326.03,131.06,4.93,14.55,8.6,0.41,0.0
20180111:1510,8689.98,267.05,62.72,2.34,7.38,8.35,0.62,0.0
20180111:1610,0.0,0.0,0.0,0.0,0.0,7.49,0.62,0.0
20180111:1710,0.0,0.0,0.0,0.0,0.0,7.55,0.55,0.0
20180111:1810,0.0,0.0,0.0,0.0,0.0,6.17,1.1,0.0
20180111:1910,0.0,0.0,0.0,0.0,0.0,3.93,1.24,0.0
20180111:2010,0.0,0.0,0.0,0.0,0.0,3.42,1.1,0.0
20180111:2110,0.0,0.0,0.0,0.0,0.0,3.0,1.03,0.0
20180111:2210,0.0,0.0,0.0,0.0,0.0,2.27,1.03,0.0
20180111:2310,0.0,0.0,0.0,0.0,0.0,1.7,1.1,0.0
20180112:0010,0.0,0.0,0.0,0.0,0.0,0.87,1.24,0.0
20180112:0110,0.0,0.0,0.0,0.0,0.0,-0.09,1.45,0.0
20180112:0210,0.0,0.0,0.0,0.0,0.0,-0.53,1.52,0.0
20180112:0310,0.0,0.0,0.0,0.0,0.0,-0.92,1.52,0.0
20180112:0410,0.0,0.0,0.0,0.0,0.0,-1.18,1.52,0.0
20180112:0510,0.0,0.0,0.0,0.0,0.0,-1.4,1.45,0.0
20180112:0610,0.0,0.0,0.0,0.0,0.0,-1.43,1.45,0.0
20180112:0710,0.0,0.0,0.0,0.0,0.0,1.1,0.97,0.0
20180112:0810,5325.74,121.58,78.92,2.2,8.38,2.18,0.83,0.0
20180112:0910,2916.87,19.02,97.93,2.78,15.38,3.1,0.55,0.0
20180112:1010,2862.26,4.8,111.41,3.12,20.42,5.25,0.41,0.0
20180112:1110,3440.43,6.86,130.23,3.66,23.02,6.85,0.69,0.0
20180112:1210,10997.88,196.79,208.57,6.61,22.87,7.82,0.83,0.0
20180112:1310,21466.49,744.69,77.08,8.54,20.0,8.51,0.97,0.0
20180112:1410,16182.34,514.59,90.35,5.74,14.74,8.6,1.1,0.0
20180112:1510,9927.27,317.2,56.84,2.56,7.56,8.08,1.03,0.0
20180112:1610,0.0,0.0,0.0,0.0,0.0,6.65,0.9,0.0
20180112:1710,0.0,0.0,0.0,0.0,0.0,6.79,0.34,0.0
20180112:1810,0.0,0.0,0.0,0.0,0.0,6.16,0.69,0.0
20180112:1910,0.0,0.0,0.0,0.0,0.0,5.68,0.76,0.0
20180112:2010,0.0,0.0,0.0,0.0,0.0,4.49,0.76,0.0
20180112:2110,0.0,0.0,0.0,0.0,0.0,3.19,0.83,0.0
20180112:2210,0.0,0.0,0.0,0.0,0.0,1.99,0.97,0.0
20180112:2310,0.0,0.0,0.0,0.0,0.0,1.28,0.97,0.0
20180113:0010,0.0,0.0,0.0,0.0,0.0,0.81,1.03,0.0
20180113:0110,0.0,0.0,0.0,0.0,0.0,0.23,0.97,0.0
20180113:0210,0.0,0.0,0.0,0.0,0.0,-0.5,1.1,0.0
20180113:0310,0.0,0.0,0.0,0.0,0.0,-1.31,1.24,0.0
20180113:0410,0.0,0.0,0.0,0.0,0.0,-1.95,1.45,0.0
20180113:0510,0.0,0.0,0.0,0.0,0.0,-1.91,1.52,0.0
20180113:0610,0.0,0.0,0.0,0.0,0.0,-2.09,1.72,0.0
20180113:0710,0.0,0.0,0.0,0.0,0.0,-0.74,1.52,0.0
20180113:0810,10965.18,323.15,70.41,2.9,8.47,-0.32,1.45,0.0
20180113:0910,18132.11,577.62,83.31,6.25,15.49,2.11,1.03,0.0
20180113:1010,21223.29,691.98,106.28,8.49,20.56,5.21,0.9,0.0
20180113:1110,22648.23,764.79,109.52,9.69,23.18,6.95,0.55,0.0
20180113:1210,22357.4,769.17,104.66,9.67,23.05,7.86,0.21,0.0
20180113:1310,19835.18,649.07,114.69,8.2,20.19,8.25,0.21,0.0
20180113:1410,15496.86,479.87,103.04,5.69,14.92,8.34,0.41,0.0
20180113:1510,8415.66,248.66,70.04,2.44,7.74,7.95,0.62,0.0
20180113:1610,0.0,0.0,0.0,0.0,0.0,6.87,0.83,0.0
20180113:1710,0.0,0.0,0.0,0.0,0.0,6.8,0.69,0.0
20180113:1810,0.0,0.0,0.0,0.0,0.0,6.27,0.97,0.0
20180113:1910,0.0,0.0,0.0,0.0,0.0,3.23,1.45,0.0
20180113:2010,0.0,0.0,0.0,0.0,0.0,1.8,1.31,0.0
20180113:2110,0.0,0.0,0.0,0.0,0.0,0.69,1.24,0.0
20180113:2210,0.0,0.0,0.0,0.0,0.0,0.09,1.17,0.0
20180113:2310,0.0,0.0,0.0,0.0,0.0,-0.61,1.17,0.0
20180114:0010,0.0,0.0,0.0,0.0,0.0,-0.74,1.1,0.0
20180114:0110,0.0,0.0,0.0,0.0,0.0,-0.79,1.1,0.0
20180114:0210,0.0,0.0,0.0,0.0,0.0,-0.67,1.1,0.0
20180114:0310,0.0,0.0,0.0,0.0,0.0,-0.84,1.1,0.0
20180114:0410,0.0,0.0,0.0,0.0,0.0,-1.15,1.17,0.0
20180114:0510,0.0,0.0,0.0,0.0,0.0,-1.15,1.1,0.0
20180114:0610,0.0,0.0,0.0,0.0,0.0,-0.88,0.97,0.0
20180114:0710,0.0,0.0,0.0,0.0,0.0,-0.54,0.62,0.0
20180114:0810,4529.77,96.56,75.08,2.1,8.56,0.03,0.48,0.0
20180114:0910,7636.19,136.68,139.61,4.22,15.61,0.66,0.41,0.0
20180114:1010,10667.36,196.91,189.69,6.03,20.7,2.75,0.14,0.0
20180114:1110,10735.63,181.11,209.41,6.59,23.34,3.73,0.21,0.0
20180114:1210,14543.4,319.03,216.41,7.59,23.23,4.52,0.14,0.0
20180114:1310,12902.56,284.41,190.2,6.54,20.38,5.09,0.07,0.0
20180114:1410,8267.38,166.46,138.25,4.3,15.12,5.16,0.28,0.0
20180114:1510,2605.41,49.49,58.61,1.64,7.93,4.91,0.34,0.0
20180114:1610,0.0,0.0,0.0,0.0,0.0,4.7,0.41,0.0
20180114:1710,0.0,0.0,0.0,0.0,0.0,4.49,0.21,0.0
20180114:1810,0.0,0.0,0.0,0.0,0.0,4.31,0.41,0.0
20180114:1910,0.0,0.0,0.0,0.0,0.0,3.98,0.48,0.0
20180114:2010,0.0,0.0,0.0,0.0,0.0,3.75,0.55,0.0
20180114:2110,0.0,0.0,0.0,0.0,0.0,3.43,0.83,0.0
20180114:2210,0.0,0.0,0.0,0.0,0.0,2.84,0.97,0.0
20180114:2310,0.0,0.0,0.0,0.0,0.0,2.04,1.03,0.0
20180115:0010,0.0,0.0,0.0,0.0,0.0,0.92,1.24,0.0
20180115:0110,0.0,0.0,0.0,0.0,0.0,0.79,1.1,0.0
20180115:0210,0.0,0.0,0.0,0.0,0.0,0.76,1.03,0.0
20180115:0310,0.0,0.0,0.0,0.0,0.0,0.11,1.1,0.0
20180115:0410,0.0,0.0,0.0,0.0,0.0,-0.18,1.17,0.0
20180115:0510,0.0,0.0,0.0,0.0,0.0,-0.56,1.17,0.0
20180115:0610,0.0,0.0,0.0,0.0,0.0,-0.64,1.1,0.0
20180115:0710,0.0,0.0,0.0,0.0,0.0,0.08,0.9,0.0
20180115:0810,5630.54,128.42,80.66,2.29,8.66,0.11,0.9,0.0
20180115:0910,4998.72,63.84,123.11,3.59,15.74,1.62,0.55,0.0
20180115:1010,7836.54,110.83,175.68,5.3,20.85,3.03,0.07,0.0
20180115:1110,9193.85,132.82,201.93,6.18,23.51,4.14,0.55,0.0
20180115:1210,4487.86,20.24,151.59,4.32,23.42,4.74,0.76,0.0
20180115:1310,2534.28,2.35,102.15,2.86,20.58,4.84,0.83,0.0
20180115:1410,3362.32,29.24,103.83,2.98,15.32,4.9,1.03,0.0
